TelepulesBp1Nv2egyeb3,teruletm2,szobAk,eptAtestApusategla1p,kozoskoltseg,Futesgazcirko1gazkonv,Emeletszutfszfelemf11,allapotfelujAtott1ujsze,Liftigen1nem0,Kilataspanorama1utcai,arEft
1,67,1.5,1," ",2,NA,5,NA,2,44900
1,60,2,1," ",1,NA,2,NA,2,44900
1,65,3,1," ",1,1,2,0,NA,44900
1,76,1.5,1," ",1,1,6,1,2,44900
1,76,1,1," ",1,1,6,1,2,44900
1,58,2.5,1," ",4,1,1,0,2,44900
1,58,3,1," ",4,1,1,NA,2,44900
1,65,2,1," ",2,2,1,0,2,44900
1,65,2,1," ",2,2,1,NA,2,44900
1,49,3,1," ",4,3,2,1,4,44900
1,70,3,1," ",1,1,3,NA,2,44900
1,56,2.5,1," ",2,1,5,1,4,44900
1,46,2.5,1,"NA",2,2,NA,1,4,44900
1,76,2,1," ",1,1,5,1,2,44900
1,56,2,1," ",2,1,5,1,4,44900
1,70,2,1," ",1,1,3,0,2,44900
1,92,1.5,1," ",1,1,4,0,3,44900
1,66,2,2," ",5,2,NA,1,2,44900
1,66,2,2," ",5,3,1,1,2,44900
1,53,1.5,1," ",4,2,3,1,3,44900
2,88,3.5,1," ",1,1,1,0,1,44900
3,60,2,1," ",1,1,4,0,1,44900
3,70,2.5,2," ",5,1,3,NA,3,44900
1,75,2,1," ",6,1,5,1,2,44900
3,143,1.5,1," ",6,1,3,0,1,44900
1,50,2,1," ",4,3,NA,1,4,44900
1,49,3,1," ",4,3,2,1,4,44900
2,75,3,1," ",6,1,4,1,2,44871.75
1,59,2.5,1,"NA",1,1,NA,0,3,44850
1,71,2,1,"NA",1,1,NA,0,3,44850
1,58,2.5,1," ",4,2,3,1,2,44800
1,68,2,2," ",4,3,2,1,2,44800
1,37,2,1," ",4,3,4,1,2,44780
1,37,2,1," ",4,3,4,1,2,44780
1,70,3,3," ",6,2,4,1,NA,44771.2
1,66,3,1," ",4,1,4,1,3,44771.2
2,75,3,1," ",6,1,4,1,3,44733
1,47,1.5,1," ",3,1,2,0,NA,44700
1,55,2,1," ",4,1,4,1,3,44700
1,55,2,1," ",4,1,4,1,3,44700
3,72,2,1," ",4,1,2,1,4,44700
1,45,2,1," ",4,3,4,1,2,44690
1,45,2,1," ",4,3,4,1,2,44690
3,89,4,1," ",1,2,4,1,4,44682
3,66,2,1," ",4,1,2,1,4,44655
3,66,2,1," ",4,1,4,1,4,44655
2,76,2,1," ",6,1,4,1,3,44649.75
2,77,3,1," ",6,1,4,1,3,44639.98
1,46,1.5,1," ",6,2,4,1,NA,44600
1,46,1.5,1," ",6,3,4,1,NA,44600
1,37,2,1," ",4,3,4,1,2,44580
2,87,3,1," ",6,1,4,1,1,44550
3,71,3,1," ",4,1,4,1,1,44537
1,58,1.5,1," ",1,2,3,1,NA,44500
1,52,2,1," ",4,1,1,1,5,44500
1,69,3,1," ",2,1,3,0,NA,44500
1,67,2,1," ",1,2,2,1,NA,44500
3,71,3,1," ",1,2,2,1,4,44500
1,59,1.5,1," ",1,2,6,0,NA,44500
1,67,2.5,1," ",1,NA,NA,1,2,44500
1,54,1.5,1," ",4,NA,3,NA,2,44500
3,63,3,1," ",1,1,4,NA,3,44500
1,58,4,1," ",1,2,3,1,NA,44500
3,63,3,1," ",1,1,4,0,3,44500
3,74,1.5,1," ",3,1,4,0,3,44500
2,74,3,1," ",1,1,4,0,4,44500
1,61,2.5,1," ",4,3,6,1,2,44490
3,59,2,1," ",1,2,2,0,1,44490
1,75,2,1,"NA",1,1,NA,0,3,44400
1,37,2,1," ",4,2,4,1,4,44380
1,37,2,1," ",4,2,4,1,4,44280
2,75,3,1," ",6,1,4,1,3,44233.5
1,71,2,1," ",1,1,6,0,NA,44200
1,71,2,1," ",1,1,6,0,NA,44200
1,37,2,1," ",4,1,4,1,2,44180
1,62,2,1,"NA",NA,1,NA,0,3,44150
2,75,3,1," ",6,2,4,1,3,44094.75
1,43,2,1," ",4,1,4,1,2,44025.763
1,61,2,1," ",3,2,6,0,NA,44000
1,82,3.5,1," ",6,2,6,NA,2,44000
1,48,1.5,1," ",4,2,2,1,NA,44000
1,85,2.5,1,"NA",2,2,NA,0,3,44000
1,66,2,1," ",4,2,2,1,3,44000
1,44,2,1," ",5,2,4,1,1,44000
1,58,2.5,1," ",4,1,3,1,4,44000
1,44,2,1," ",5,2,4,1,2,44000
3,58,2.5,1," ",1,1,1,0,1,44000
2,77,3,1," ",6,1,4,1,3,43994.999
1,70,3,2," ",4,3,3,1,5,43990
1,58,1.5,1,"NA",4,2,NA,1,3,43990
1,53,2,1," ",2,NA,3,NA,4,43990
3,84,2.5,1," ",1,1,2,1,NA,43969
3,74,3,1," ",1,1,4,1,3,43969
3,83,2.5,1," ",1,1,4,1,1,43909.505
1,100,2,1," ",1,1,3,0,NA,43900
3,110,5,1," ",6,NA,1,1,5,43900
1,66,2,1," ",2,2,6,0,NA,43900
1,68,3,1," ",1,1,6,0,NA,43900
1,47,1.5,1," ",6,1,3,NA,2,43900
1,48,2,1," ",NA,NA,3,NA,3,43900
1,56,2,1," ",2,1,1,1,4,43900
1,56,2,1," ",2,1,1,1,4,43900
1,70,3,2," ",4,3,3,1,5,43900
1,89,3,1,"NA",2,2,NA,0,3,43900
1,72,3,2," ",5,2,1,1,2,43900
1,50,2,1," ",3,1,1,0,2,43900
1,68,1,1," ",1,1,6,0,NA,43900
1,51,3,1," ",1,NA,3,NA,2,43900
1,66,1.5,2," ",5,3,3,1,4,43900
1,70,2.5,2," ",4,3,1,1,5,43900
1,70,2.5,2," ",4,3,3,1,5,43900
1,70,4,2," ",4,3,3,1,2,43900
1,113,3,1,"NA",1,1,3,0,2,43900
1,68,3,1," ",2,1,5,0,4,43900
1,68,3,1," ",2,1,5,NA,4,43900
1,56,4,1," ",4,1,1,1,2,43900
1,66,2,1,"NA",2,2,NA,1,4,43900
1,118,2,1," ",NA,NA,NA,0,3,43900
1,46,2,1,"NA",4,2,NA,1,3,43900
1,60,2,1," ",1,1,2,0,NA,43900
1,113,5,1," ",1,1,3,NA,2,43900
3,89,2,3,"NA",NA,2,NA,0,1,43900
1,113,2.5,1," ",1,1,3,0,2,43900
1,70,5,2," ",5,3,3,1,1,43900
1,66,3,2," ",5,3,3,1,4,43900
1,82,5,NA," ",5,2,3,NA,NA,43900
3,50,2,1," ",4,2,2,1,NA,43880
2,75,3,1," ",6,2,4,1,3,43845
1,64,2.5,1," ",3,2,4,0,NA,43800
1,64,2.5,1," ",3,2,4,0,NA,43800
1,88,2.5,1,"NA",6,1,NA,0,3,43800
1,60,1.5,1," ",2,2,6,0,4,43800
1,64,2.5,1," ",3,NA,2,NA,1,43800
1,64,2.5,1," ",3,2,4,0,NA,43800
2,67,3,1,"NA",4,2,NA,1,3,43790
1,38,1.5,1," ",4,3,4,1,3,43780
1,38,1.5,1," ",4,3,4,1,3,43780
1,55,1.5,1," ",NA,NA,3,NA,2,43700
1,72,3,1,"NA",1,NA,NA,0,3,43700
3,95,3,1," ",1,1,4,NA,4,43700
3,95,3,1," ",1,1,4,0,4,43700
2,70,3,1," ",6,1,4,1,3,43650.75
1,45,2,1,"NA",6,2,NA,1,3,43632
2,82,4,1,"NA",1,NA,NA,0,1,43600
2,74,2,1," ",6,1,4,1,2,43512
3,81,3,1," ",4,2,4,1,5,43510
3,80,3,1," ",4,1,4,1,5,43510
1,56,2,1," ",1,2,6,0,NA,43500
1,56,2,1," ",1,2,6,0,NA,43500
1,43,1.5,1,"NA",1,1,NA,0,4,43500
1,61,2,1,"NA",1,2,NA,1,3,43500
3,69,3,1,"NA",1,1,NA,0,3,43500
1,56,2,1," ",1,NA,3,NA,4,43500
1,41,1.5,1,"NA",1,NA,NA,0,3,43500
3,69,4,1," ",4,2,4,1,2,43500
1,46,2,1," ",1,1,6,0,NA,43500
1,56,2,1," ",1,2,6,0,NA,43500
1,60,2.5,1," ",1,1,1,NA,4,43490
1,60,2.5,1," ",1,1,1,0,4,43490
1,63,2,1," ",1,1,5,NA,4,43490
1,63,2,1," ",1,1,5,0,4,43490
3,60,2,1," ",4,1,4,0,2,43470
3,60,2,1," ",4,1,4,0,2,43470
2,74,3,1," ",6,1,4,1,2,43456.5
2,72,2,1," ",6,1,4,1,3,43401
1,56,2,1,"NA",1,2,NA,0,4,43400
3,52,2,1," ",4,2,2,1,NA,43390
1,62,2,1,"NA",1,2,NA,1,4,43300
1,62,2,1," ",1,2,6,1,4,43300
3,95,2.5,1," ",1,1,4,0,NA,43300
1,62,2,1," ",1,2,6,1,4,43300
1,62,2,1," ",1,2,6,1,4,43300
2,74,3,1," ",6,1,4,1,3,43234.5
1,68,2.5,1," ",2,2,3,1,NA,43200
3,82,2.5,1," ",1,2,4,1,3,43112
1,39,1,1," ",4,NA,4,NA,2,43100
3,83,4,1," ",1,1,4,1,4,43086
3,83,2.5,1," ",1,1,4,1,1,43029.555
3,81,2.5,1," ",1,1,4,1,3,43015
2,73,3,1," ",6,2,4,1,3,43012.5
1,78,3,1," ",1,1,3,0,NA,43000
1,65,3,2,"NA",5,1,NA,0,3,43000
1,69,2.5,1," ",4,2,6,1,NA,43000
1,51,1.5,1," ",1,2,2,0,NA,43000
1,69,1,1,"NA",1,2,NA,0,3,43000
1,79,3,1,"NA",NA,2,NA,0,3,43000
1,49,2,1," ",1,1,6,NA,1,43000
1,63,2,1," ",6,1,6,1,NA,43000
1,72,3,1,"NA",2,NA,NA,0,4,43000
1,58,5,1," ",4,2,2,1,NA,43000
1,43,2,1," ",4,3,4,1,2,43000
2,44,2.5,1," ",1,2,3,1,2,43000
3,80,2,1," ",1,1,2,0,3,43000
1,45,1.5,1," ",5,1,4,1,2,43000
2,207,2,1," ",2,1,6,0,4,43000
1,49,2,1," ",1,1,6,0,1,43000
3,74,3,1," ",6,1,4,0,1,42999.999
1,65,2,1," ",1,2,2,0,NA,42990
1,66,1.5,2," ",5,1,3,1,2,42990
1,66,2.5,2," ",5,1,3,1,2,42990
1,53,2.5,1," ",4,2,3,1,NA,42990
3,70,2,1," ",1,1,3,0,NA,42990
3,70,2,1," ",1,1,3,0,NA,42990
1,59,2,1," ",1,2,1,1,5,42990
1,76,2,2," ",5,2,1,NA,3,42990
1,40,2.5,1," ",4,2,2,1,NA,42990
1,76,2.5,2," ",5,2,1,0,3,42990
3,83,4,1," ",1,2,4,1,4,42984
2,65,2,1," ",4,2,NA,1,4,42980
1,62,2,1," ",4,3,2,1,3,42950
1,62,2,1," ",4,3,2,1,3,42950
1,53,2,1," ",6,1,2,0,NA,42900
1,57,2,NA," ",5,NA,1,NA,2,42900
2,110,4,1,"NA",5,NA,NA,0,3,42900
1,40,1.5,1," ",6,2,3,NA,4,42900
1,69,3,1," ",2,1,6,0,NA,42900
3,120,5,1," ",1,3,1,0,2,42900
1,51,1.5,1," ",NA,NA,5,NA,3,42900
1,68,2,2,"NA",5,2,NA,1,3,42900
1,40,1.5,1," ",2,2,3,0,NA,42900
2,95,3.5,1,"NA",1,1,NA,1,3,42900
1,49,2,2,"NA",5,2,NA,1,3,42900
1,40,1.5,1," ",2,1,2,0,NA,42900
1,65,2,1," ",1,NA,3,NA,2,42900
1,63,3,NA," ",5,3,NA,NA,NA,42900
1,69,3,1," ",2,1,6,0,NA,42900
1,75,2,1," ",1,1,3,0,NA,42900
1,86,3.5,NA," ",5,NA,3,NA,4,42900
1,111,3,1," ",6,NA,5,NA,2,42900
1,63,2,3,"NA",2,1,1,0,NA,42900
2,109,2,1," ",1,1,3,NA,NA,42900
1,54,3.5,1," ",2,NA,3,NA,NA,42900
2,89,2,NA," ",1,NA,NA,NA,NA,42900
1,52,3,1,"NA",5,3,NA,1,1,42900
1,80,3,1," ",1,NA,3,NA,3,42900
1,40,2,1," ",2,2,3,0,NA,42900
1,62,3,1," ",1,1,6,1,NA,42900
1,40,1.5,1," ",2,1,2,0,NA,42900
1,45,2,1," ",2,2,2,1,NA,42900
1,62,1.5,1,"NA",1,NA,NA,1,4,42900
1,75,1.5,2," ",5,NA,3,NA,1,42900
1,62,2.5,1," ",1,2,3,NA,4,42900
1,40,3,1,"NA",2,2,NA,0,4,42900
1,62,2,1," ",1,2,3,0,4,42900
1,46,1.5,1,"NA",1,2,NA,0,3,42900
1,50,2,1," ",6,2,2,1,2,42900
1,50,1.5,1," ",6,2,2,1,2,42900
1,46,2,1,"NA",1,1,NA,0,4,42900
1,73,2,1," ",2,2,6,1,NA,42900
3,70,2,1," ",1,1,2,0,4,42900
1,50,2,1," ",6,2,2,1,2,42900
1,50,2.5,1," ",1,2,2,1,1,42900
2,73,3,1," ",6,2,4,1,3,42873.75
2,77,3,1," ",6,1,4,1,1,42860.068
3,71,3,1," ",1,NA,4,NA,2,42840
1,68,2.5,2," ",5,2,3,1,3,42800
1,68,2.5,2," ",5,2,3,1,3,42800
1,81,2.5,1," ",1,1,1,0,2,42800
1,57,2,1," ",1,NA,3,NA,2,42750
1,72,3,1," ",1,1,3,0,NA,42700
1,71,2,1," ",1,1,3,0,2,42700
1,50,1.5,1," ",2,1,3,1,NA,42650
1,58,2,1," ",5,2,2,0,NA,42600
1,58,3,1," ",5,2,2,0,NA,42600
1,66,2,1," ",4,1,2,1,NA,42600
1,43,2,1," ",4,2,2,1,NA,42581.827
1,59,2,2,"NA",5,NA,NA,0,4,42550
1,44,1.5,1," ",1,1,2,1,NA,42540
1,44,1.5,1," ",1,1,2,1,NA,42540
1,60,2,1," ",1,1,1,0,3,42517
1,47,1.5,1," ",4,1,1,0,2,42500
1,47,1.5,1," ",4,1,1,NA,2,42500
1,54,1.5,1," ",1,1,1,1,2,42500
1,62,2,1," ",1,NA,3,NA,3,42500
1,82,3,1," ",1,NA,3,NA,3,42500
1,51,3,1," ",1,NA,1,NA,NA,42500
1,46,1.5,1," ",4,3,NA,1,4,42500
1,74,2,3,"NA",5,NA,NA,0,3,42500
1,58,3.5,1," ",1,1,3,NA,2,42500
1,51,2,1," ",1,1,1,1,2,42500
3,63,2,1,"NA",1,NA,NA,0,3,42500
1,67,3,1,"NA",2,2,NA,0,4,42500
3,114,3,1," ",1,NA,1,NA,3,42500
1,59,2,1," ",5,1,3,1,3,42500
1,78,3,2,"NA",5,3,NA,1,1,42500
1,53,2,1,"NA",2,NA,NA,0,4,42500
1,55,4,1," ",2,1,3,0,NA,42500
3,68,4,1," ",6,1,4,1,3,42500
3,71,2,1," ",5,2,4,1,3,42500
3,43,2,1," ",6,2,4,1,1,42500
3,50,3,1," ",6,1,4,1,1,42500
2,95,3,1,"NA",1,2,NA,0,3,42490
2,68,2.5,1," ",6,2,4,1,2,42457.5
1,46,2,1,"NA",4,3,NA,1,1,42300
3,63,3,1,"NA",1,1,NA,0,3,42300
3,63,3,1,"NA",1,1,NA,0,3,42300
2,71,3,1," ",6,1,4,1,3,42291
1,75,2.5,2," ",5,2,3,0,NA,42290
2,87,2.5,1," ",6,1,4,1,1,42250
2,94,3,1," ",6,2,4,1,1,42250
2,87,3,1," ",6,1,4,1,1,42250
2,94,3,1," ",6,2,4,1,1,42250
2,87,3,1," ",6,1,4,1,1,42250
2,87,3,1," ",6,1,4,1,1,42250
2,94,3,1," ",6,2,4,1,1,42250
2,94,3,1," ",6,1,4,1,1,42250
1,66,3,1," ",6,1,4,NA,2,42250
1,51,1,1," ",2,2,3,1,2,42200
1,51,1,1," ",2,2,3,1,2,42200
1,52,2,1," ",1,2,4,1,2,42170
1,57,2,1," ",1,NA,5,1,5,42100
1,47,1.5,1," ",4,NA,4,NA,4,42100
3,78,3,1," ",4,2,4,1,5,42066
3,71,4,1," ",1,NA,3,NA,2,42000
3,108,5,1," ",1,2,6,NA,3,42000
1,46,1,NA," ",2,2,NA,NA,NA,42000
1,35,1,1,"NA",3,1,NA,1,4,42000
2,56,2,1,"NA",4,2,NA,1,3,42000
3,83,3,1," ",4,1,2,NA,2,42000
1,58,2,1," ",1,2,3,0,NA,42000
1,49,2,1,"NA",4,1,NA,1,3,42000
1,67,2,NA," ",4,2,NA,NA,NA,42000
1,49,2,1," ",4,1,2,1,NA,42000
1,67,2,2,"NA",4,2,NA,0,1,42000
1,43,2,1," ",3,1,3,NA,2,42000
1,43,1,1," ",3,1,3,0,2,42000
1,65,1,1," ",6,2,1,NA,2,42000
2,82,2.5,1,"NA",5,NA,NA,0,1,42000
3,92,3.5,3,"NA",2,1,NA,0,4,42000
1,48,3,1,"NA",2,2,NA,0,3,42000
1,50,2,1," ",2,2,1,0,2,42000
1,50,2,1," ",2,2,1,NA,2,42000
3,105,2,1," ",1,1,3,0,4,42000
1,82,3,1," ",1,1,3,0,2,42000
1,64,5,1," ",1,1,6,1,2,42000
3,70,3.5,1," ",6,1,4,0,2,41999.999
1,44,2,NA," ",3,1,NA,NA,NA,41999.99
1,44,2,1,"NA",3,NA,NA,1,4,41999.99
2,93,5,NA," ",1,NA,NA,NA,NA,41999
1,65,2.5,2," ",5,2,3,0,3,41990
3,74,3,1," ",1,1,4,NA,4,41990
2,147,2,1,"NA",2,1,NA,0,4,41990
3,82,4,1," ",5,2,4,1,1,41990
1,42,3,1," ",6,2,4,1,3,41990
1,64,4,1," ",2,2,3,0,2,41990
3,50,2.5,1," ",4,1,2,1,NA,41985
2,93,4,1," ",4,2,1,0,1,41950
2,71,3,1," ",6,2,4,1,3,41930.25
3,50,2,1," ",4,1,2,1,NA,41930
1,54,1.5,1," ",4,2,2,1,NA,41900
1,48,2,1," ",4,2,2,1,NA,41900
1,55,2,1," ",2,NA,3,NA,2,41900
1,57,2,NA," ",4,2,NA,NA,NA,41900
3,72,2,1," ",1,NA,1,1,2,41900
2,71,2.5,2," ",1,1,4,NA,3,41900
1,56,2,1," ",1,2,3,0,NA,41900
1,43,2,1," ",1,1,2,0,NA,41900
1,83,3.5,1," ",2,NA,1,NA,2,41900
1,52,3,1," ",3,2,1,NA,3,41900
1,52,3,1," ",3,2,1,0,3,41900
1,56,2,1," ",1,2,3,0,NA,41900
1,82,2.5,1," ",2,2,NA,NA,4,41900
1,52,2,1,"NA",5,2,NA,1,3,41900
1,57,2,1,"NA",4,2,NA,1,4,41900
3,51,3,1," ",1,NA,2,NA,2,41900
1,49,2,2," ",4,NA,3,NA,1,41900
3,77,4,1," ",1,1,4,NA,4,41900
1,47,4,1," ",1,1,1,0,3,41900
1,74,3,1," ",1,1,NA,NA,2,41900
1,54,2.5,1,"NA",4,2,NA,1,3,41900
1,55,2.5,1," ",4,1,6,1,3,41900
1,55,3,1," ",4,1,6,1,3,41900
2,88,2.5,1," ",1,2,4,NA,NA,41900
1,47,2,1," ",4,1,4,1,2,41900
1,82,2,1," ",2,2,5,0,4,41900
1,66,2,1," ",5,NA,3,NA,2,41900
1,54,2,1," ",4,2,2,1,NA,41900
1,71,2,1," ",4,1,6,NA,3,41900
3,50,2,1,"NA",4,1,NA,0,4,41900
1,96,2.5,1," ",1,NA,3,NA,2,41900
1,49,2,1," ",2,NA,3,NA,3,41900
1,73,1.5,2," ",5,2,1,NA,4,41900
1,73,2,2," ",5,2,1,0,4,41900
1,82,2,1," ",2,2,5,NA,4,41900
1,54,2,1," ",4,2,2,1,3,41900
1,54,3.5,1," ",4,3,2,1,3,41900
1,49,1.5,1," ",4,2,2,1,3,41900
1,65,2.5,1," ",6,1,2,0,NA,41900
1,86,2.5,2," ",4,2,5,0,NA,41900
1,39,2.5,1,"NA",2,2,NA,0,3,41900
2,87,2,1," ",1,3,4,0,1,41900
3,67,2,1," ",6,1,4,1,3,41900
1,49,2,1," ",4,2,2,1,3,41900
1,71,2,1," ",4,1,6,0,3,41900
3,77,3,1," ",1,1,4,0,4,41900
3,70,1,2," ",5,1,3,0,3,41900
3,58,2,1," ",1,1,2,0,3,41900
3,50,2.5,1," ",4,1,2,1,NA,41890
3,52,2,1," ",4,1,2,1,NA,41880
1,47,2,1," ",4,2,6,1,NA,41830
1,66,3,2," ",4,1,1,1,5,41800
1,83,3,1," ",2,1,1,0,2,41800
3,76,2,1," ",4,3,1,0,2,41800
3,66,2.5,1," ",6,1,4,1,3,41800
2,63,4,1," ",6,1,4,1,3,41736
1,66,2.5,1,"NA",5,1,NA,1,3,41700
1,46,2,1,"NA",4,2,NA,0,4,41700
1,51,2,1," ",4,1,2,1,3,41700
1,51,2,1," ",4,1,2,1,3,41700
1,60,3,1," ",4,2,1,0,2,41700
3,78,4,1," ",6,NA,NA,NA,4,41600
1,69,1.5,1," ",2,2,3,0,2,41600
1,65,2,1,"NA",2,2,NA,0,3,41600
2,110,3.5,1,"NA",3,NA,NA,0,3,41600
1,57,2,1,"NA",2,2,NA,0,4,41590
2,68,3,1," ",6,2,4,1,2,41569.5
2,68,2,1," ",6,1,4,1,3,41569.5
2,77,3,1," ",6,1,4,1,3,41542.943
2,69,3,1," ",6,1,4,1,3,41541.75
1,45,1.5,1," ",4,1,3,1,NA,41500
1,66,2.5,1,"NA",NA,1,NA,0,3,41500
1,46,1.5,1,"NA",2,NA,NA,0,3,41500
1,51,2,NA," ",2,1,NA,NA,NA,41500
1,51,2,1,"NA",2,NA,NA,0,3,41500
3,55,2,1," ",1,1,2,0,NA,41500
3,105,4,1,"NA",1,1,NA,0,4,41500
1,45,2,1,"NA",4,NA,NA,1,3,41500
1,46,1,1," ",1,1,1,NA,4,41500
1,46,1,1," ",1,1,1,0,4,41500
3,75,3,1," ",4,1,4,1,3,41464
2,70,2.5,1," ",6,1,4,1,2,41403
1,89,3.5,1," ",1,2,3,NA,2,41400
3,75,4,1," ",5,1,4,1,3,41400
3,75,4,1," ",5,1,4,1,3,41400
3,75,4,1," ",5,1,4,1,3,41400
3,75,4,1," ",5,1,4,1,3,41400
2,69,2,1," ",6,2,4,1,3,41347.5
3,67,3,1," ",1,1,4,0,NA,41340
3,68,3,1," ",1,1,4,NA,3,41340
3,68,3,1," ",1,1,4,0,3,41340
2,69,3,1," ",6,1,4,1,3,41319.75
1,49,1.5,1," ",5,3,2,1,NA,41294.4
3,56,3,1," ",6,1,4,0,1,41280
2,77,3,1," ",6,1,4,1,1,41240.311
2,70,2,1," ",6,2,4,1,3,41097.75
1,51,2,1," ",1,2,4,1,2,41080
1,31,2,1," ",4,1,4,1,4,41050
1,31,2,1," ",4,1,4,1,4,41050
2,68,2,1," ",6,2,4,1,3,41042.25
1,69,3,2," ",4,3,3,NA,1,41000
1,49,1.5,1," ",2,2,6,0,NA,41000
3,63,1.5,1," ",1,1,4,1,3,41000
1,49,1.5,1," ",1,1,2,0,NA,41000
1,51,1.5,1," ",4,3,2,1,NA,41000
3,63,2.5,1," ",1,NA,3,NA,3,41000
3,67,2,1," ",6,NA,NA,0,3,41000
1,76,3.5,2," ",4,1,3,0,NA,41000
3,87,3.5,1," ",6,1,4,0,NA,40999
3,87,4,1," ",6,1,4,NA,3,40999
3,87,4,1," ",6,1,4,0,3,40999
1,40,1.5,NA," ",4,2,NA,NA,NA,40990
1,40,1.5,1,"NA",4,NA,NA,1,1,40990
1,45,2,1," ",2,2,1,NA,4,40990
1,45,2,1," ",2,2,1,NA,4,40990
1,45,2,1," ",2,2,1,0,4,40990
2,69,3,1," ",6,2,4,1,3,40931.25
1,68,2,1," ",1,1,5,0,NA,40900
1,76,3,1," ",1,2,3,0,NA,40900
1,76,3,1," ",1,2,3,0,NA,40900
1,60,1.5,1," ",1,NA,NA,NA,2,40900
1,68,2,1," ",1,1,5,0,NA,40900
1,109,5,1," ",1,NA,NA,0,3,40900
1,51,1.5,1," ",1,2,2,0,NA,40900
1,68,2,1," ",1,1,5,0,NA,40900
1,81,2,1," ",2,NA,NA,0,4,40900
1,51,2,1," ",4,1,6,1,3,40900
1,57,2,1,"NA",1,2,NA,0,3,40900
1,51,1.5,1," ",1,2,2,0,NA,40900
1,65,2,1," ",2,2,3,NA,2,40900
1,73,2,1," ",1,NA,3,NA,3,40900
1,66,2.5,1," ",1,2,1,NA,2,40900
1,65,2,1," ",2,2,3,0,2,40900
3,76,2.5,1," ",6,1,4,0,4,40780
1,45,1.5,1," ",6,2,4,1,4,40750
2,69,2,1," ",6,2,4,1,2,40709.25
1,47,1.5,1," ",4,NA,NA,NA,4,40700
1,31,2,1," ",4,2,4,1,4,40650
2,68,2,1," ",6,1,4,1,3,40626
1,58,2,1," ",1,NA,4,NA,2,40600
1,59,2.5,1," ",4,2,2,1,NA,40500
3,56,2,1," ",1,1,4,1,3,40500
1,41,1,NA," ",5,3,NA,NA,NA,40500
1,41,1,1,"NA",5,3,NA,1,3,40500
1,42,1.5,1,"NA",4,2,NA,1,3,40500
1,51,2,1,"NA",4,3,NA,1,3,40500
3,89,1.5,1,"NA",6,1,NA,0,4,40500
1,60,3.5,1," ",1,2,3,1,3,40500
1,60,2.5,1," ",1,2,3,1,3,40500
3,43,2,1," ",6,1,4,1,1,40500
2,90,2,1," ",4,2,4,1,1,40500
2,68,3,1," ",6,2,4,1,3,40487.25
2,66,2,1," ",6,2,4,1,3,40320.75
2,77,3,1," ",6,1,4,1,3,40292.699
1,49,1.5,1," ",6,2,4,1,NA,40270
2,77,3,1," ",6,1,4,1,1,40213.261
3,54,3,1," ",4,2,4,1,2,40200
3,64,3,1," ",3,1,4,0,1,40200
3,64,4,1," ",3,1,4,0,1,40200
3,64,4,1," ",5,2,4,1,3,40200
3,64,2,1," ",5,2,4,1,3,40200
2,68,2,1," ",6,1,4,1,2,40098.75
3,68,2,1," ",6,1,4,0,4,40033.6
1,75,4,1," ",1,1,2,0,NA,40000
1,52,2,1,"NA",2,NA,NA,0,3,40000
1,57,1.5,1,"NA",1,2,NA,0,3,40000
3,74,3,1," ",1,1,NA,0,3,40000
1,46,2,1," ",4,3,4,1,2,40000
3,78,2,1," ",1,1,NA,0,3,40000
2,67,2,1," ",1,NA,NA,0,3,40000
1,46,3.5,1," ",4,3,4,1,2,40000
1,125,5,1," ",2,1,3,0,4,39999.999
1,49,2,1," ",4,1,1,1,2,39999.9
1,49,2,1," ",4,1,1,1,2,39999.9
2,94,5,NA," ",1,NA,NA,NA,NA,39999
1,47,1.5,1,"NA",1,2,NA,1,4,39999
1,60,2,2," ",5,1,3,1,NA,39999
1,65,2,1," ",1,1,2,0,NA,39990
1,78,3,1," ",2,2,6,1,NA,39990
1,68,1,NA," ",2,1,NA,NA,NA,39990
1,35,3,1," ",3,1,1,1,4,39990
1,35,3,1," ",3,1,1,1,4,39990
1,49,3,NA," ",2,2,NA,NA,NA,39990
3,135,1.5,1," ",6,NA,NA,NA,3,39990
1,49,1.5,1,"NA",2,2,NA,0,4,39990
1,50,2,1," ",2,2,3,1,4,39990
1,65,3,1," ",1,1,2,0,NA,39990
1,50,2,1," ",2,2,3,0,NA,39990
1,68,2,1," ",2,1,3,NA,3,39990
1,54,3,1," ",3,2,2,1,2,39990
1,68,2,1," ",2,1,3,0,3,39990
1,34,2,1," ",4,1,4,1,3,39990
3,67,2,1," ",1,1,4,0,4,39990
3,64,1,1," ",6,1,4,0,3,39990
3,78,2,1," ",5,2,4,1,1,39990
3,123,4,1," ",6,3,4,0,3,39990
3,68,2,1," ",6,1,4,0,4,39939.4
1,51,2,NA," ",2,2,1,NA,4,39900
1,73,2,1," ",1,1,2,0,NA,39900
1,83,2.5,1,"NA",NA,2,NA,1,3,39900
1,55,2,1," ",2,2,1,NA,3,39900
1,66,2,1,"NA",2,NA,NA,1,4,39900
1,81,2,1," ",1,1,5,1,2,39900
1,48,3,1," ",1,1,3,0,NA,39900
3,70,2,1," ",1,1,2,0,NA,39900
1,62,4,1,"NA",1,1,NA,1,3,39900
3,60,2,1," ",1,2,1,NA,2,39900
3,90,2.5,1," ",1,NA,2,NA,4,39900
1,47,2,1," ",4,3,2,1,NA,39900
1,74,4,1," ",1,1,3,0,NA,39900
