"","telepules","ar_e_ft","terulet_m_2","szobak","epites_tipusa","futes","emelet","ing_allapota","lift","megye","egesz_szoba","felszobak_szama","regio"
"2371","Siófok",38900,60,"3","tégla","gaz",0,"új építésű","0","Somogy",3,0,"Del_Dunantul"
"2372","Siófok",39900,57,"3","tégla","gaz",0,"új építésű","0","Somogy",3,0,"Del_Dunantul"
"2373","Csopak",66000,90,"3","tégla","villany",0,"új építésű","0","Veszprém",3,0,"Kozep_Dunantul"
"2374","Szeged",41319.7,69,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2375","Szeged",81723.7,118,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2376","Szeged",76423.5,126,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2377","Szeged",64907.2,87,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2378","Szeged",48618,82,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2379","Szeged",48146.2,80,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2380","Szeged",68875.5,118,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2381","Szeged",43650.7,70,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2382","Szeged",52669.5,87,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2383","Szeged",45510,76,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2384","Szeged",68320.5,110,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2385","Szeged",49894.5,81,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2386","Szeged",46398,78,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2387","Szeged",47230.5,78,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2388","Szeged",62021.2,100,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2389","Szeged",51882.5,104,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2390","Szeged",46647.7,79,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2391","Szeged",55944,93,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2392","Szeged",63214.5,103,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2393","Szeged",43234.5,74,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2394","Szeged",44233.5,75,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2395","Szeged",64158,109,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2396","Szeged",64546.5,108,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2397","Szeged",44733,75,"3","tégla","egyeb",0,"építés alatt","1","Csongrád",3,0,"Del_Alfold"
"2398","Miskolc",21900,100,"3","tégla","gaz",0,"jó állapotú","0","Borsod-Abaúj-Zemplén",3,0,"Eszak_Magyarorszag"
"2399","Budapest XIII ker",59900,73,"3","tégla","gaz",0,"újszerű","1","Budapest",3,0,"Budapest"
"2400","Budapest XIV ker",29900,84,"3","tégla","gaz",-1,"közepes állapotú","0","Budapest",3,0,"Budapest"
"2401","Budapest XI ker",118700,110,"4","tégla","tavfutes",8,"újszerű","1","Budapest",4,0,"Budapest"
"2402","Budapest IX ker",106596,88,"4","tégla","egyeb",8,"új építésű","1","Budapest",4,0,"Budapest"
"2403","Budapest IX ker",88965,80,"4","tégla","egyeb",8,"új építésű","1","Budapest",4,0,"Budapest"
"2404","Budapest XIII ker",116728.4,116,"4","tégla","tavfutes",7,"felújított","1","Budapest",4,0,"Budapest"
"2405","Budapest XI ker",83700,98,"4","tégla","tavfutes",7,"újszerű","1","Budapest",4,0,"Budapest"
"2406","Budapest XI ker",43900,70,"4","panel","kozponti",7,"felújított","1","Budapest",4,0,"Budapest"
"2407","Budapest VII ker",97300,99,"4","tégla","kozponti",6,"újszerű","1","Budapest",4,0,"Budapest"
"2408","Budapest XIII ker",86000,90,"4","tégla","kozponti",6,"új építésű","1","Budapest",4,0,"Budapest"
"2409","Budapest XI ker",119400,118,"4","tégla","tavfutes",6,"újszerű","1","Budapest",4,0,"Budapest"
"2410","Budapest XIII ker",69392,80,"4","tégla","tavfutes",6,"újszerű","1","Budapest",4,0,"Budapest"
"2411","Budapest XIII ker",69624,81,"4","tégla","tavfutes",6,"újszerű","1","Budapest",4,0,"Budapest"
"2412","Budapest IX ker",139000,131,"4","tégla","kozponti",6,"újszerű","1","Budapest",4,0,"Budapest"
"2413","Budapest IX ker",152500,146,"4","tégla","kozponti",6,"újszerű","1","Budapest",4,0,"Budapest"
"2414","Budapest VI ker",199772.2,114,"4","tégla","kozponti",6,"felújított","1","Budapest",4,0,"Budapest"
"2415","Balatonföldvár",133990,100,"4","tégla","egyeb",6,"új építésű","1","Somogy",4,0,"Del_Dunantul"
"2416","Budapest XIII ker",82800,90,"4","tégla","kozponti",5,"új építésű","1","Budapest",4,0,"Budapest"
"2417","Budapest XI ker",129990,97,"4","tégla","kozponti",5,"új építésű","1","Budapest",4,0,"Budapest"
"2418","Budapest XIII ker",68753.7,81,"4","tégla","tavfutes",5,"újszerű","1","Budapest",4,0,"Budapest"
"2419","Budapest XIII ker",86990,100,"4","tégla","egyeb",5,"jó állapotú","1","Budapest",4,0,"Budapest"
"2420","Budapest XIII ker",86990,100,"4","tégla","egyeb",5,"jó állapotú","1","Budapest",4,0,"Budapest"
"2421","Budapest I ker",129379.3,115,"4","tégla","kozponti",5,"új építésű","1","Budapest",4,0,"Budapest"
"2422","Budapest X ker",94374,189,"4","egyéb","egyeb",5,"új építésű","1","Budapest",4,0,"Budapest"
"2423","Budapest VI ker",146000,112,"4","tégla","kozponti",5,"felújított","1","Budapest",4,0,"Budapest"
"2424","Budapest VIII ker",75900,132,"4","tégla","gaz",5,"jó állapotú","1","Budapest",4,0,"Budapest"
"2425","Budapest VIII ker",75900,132,"4","tégla","gaz",5,"jó állapotú","1","Budapest",4,0,"Budapest"
"2426","Budapest VIII ker",79900,132,"4","tégla","gaz",5,"jó állapotú","1","Budapest",4,0,"Budapest"
"2427","Budapest X ker",88700.4,140,"4","tégla","kozponti",5,"új építésű","1","Budapest",4,0,"Budapest"
"2428","Budapest XIII ker",104000,95,"4","tégla","kozponti",5,"új építésű","1","Budapest",4,0,"Budapest"
"2429","Budapest XIII ker",79800,90,"4","tégla","kozponti",4,"új építésű","1","Budapest",4,0,"Budapest"
"2430","Budapest VIII ker",45900,88,"4","tégla","tavfutes",4,"jó állapotú","0","Budapest",4,0,"Budapest"
"2431","Budapest XIII ker",94500,94,"4","tégla","kozponti",4,"új építésű","1","Budapest",4,0,"Budapest"
"2432","Budapest VII ker",84300,96,"4","tégla","kozponti",4,"felújított","1","Budapest",4,0,"Budapest"
"2433","Budapest XIII ker",66789.8,80,"4","tégla","tavfutes",4,"újszerű","1","Budapest",4,0,"Budapest"
"2434","Budapest XIII ker",67883.4,81,"4","tégla","tavfutes",4,"újszerű","1","Budapest",4,0,"Budapest"
"2435","Budapest XIII ker",67743,80,"4","tégla","tavfutes",4,"újszerű","1","Budapest",4,0,"Budapest"
"2436","Budapest VIII ker",99800,104,"4","tégla","kozponti",4,"felújított","1","Budapest",4,0,"Budapest"
"2437","Budapest VIII ker",99800,104,"4","tégla","kozponti",4,"felújított","1","Budapest",4,0,"Budapest"
"2438","Budapest III ker",37900,73,"4","panel","tavfutes",4,"közepes állapotú","0","Budapest",4,0,"Budapest"
"2439","Budapest X ker",99000,82,"4","tégla","kozponti",4,"újszerű","1","Budapest",4,0,"Budapest"
"2440","Budapest X ker",99000,82,"4","tégla","kozponti",4,"újszerű","1","Budapest",4,0,"Budapest"
"2441","Budapest XIII ker",89900,146,"4","tégla","kozponti",4,"újszerű","1","Budapest",4,0,"Budapest"
"2442","Budapest XIV ker",73500,98,"4","tégla","kozponti",4,"építés alatt","1","Budapest",4,0,"Budapest"
"2443","Budapest XIV ker",73500,98,"4","tégla","kozponti",4,"új építésű","1","Budapest",4,0,"Budapest"
"2444","Budapest X ker",62872.7,103,"4","egyéb","egyeb",4,"új építésű","1","Budapest",4,0,"Budapest"
"2445","Miskolc",56000,144,"4","tégla","egyeb",4,"építés alatt","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2446","Budapest VI ker",85200,116,"4","tégla","gaz",4,"jó állapotú","1","Budapest",4,0,"Budapest"
"2447","Szombathely",46500,71,"4","tégla","tavfutes",4,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2448","Szombathely",42500,71,"4","tégla","tavfutes",4,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2449","Szombathely",54900,83,"4","tégla","tavfutes",4,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2450","Budapest II ker",79900,111,"4","tégla","gaz",4,"közepes állapotú","1","Budapest",4,0,"Budapest"
"2451","Budapest II ker",79900,111,"4","tégla","gaz",4,"közepes állapotú","1","Budapest",4,0,"Budapest"
"2452","Budapest XIII ker",89900,149,"4","tégla","kozponti",4,"felújított","1","Budapest",4,0,"Budapest"
"2453","Budapest XIII ker",89900,110,"4","tégla","kozponti",4,"jó állapotú","1","Budapest",4,0,"Budapest"
"2454","Budapest X ker",79000,92,"4","tégla","kozponti",4,"új építésű","1","Budapest",4,0,"Budapest"
"2455","Miskolc",64750,109,"4","tégla","egyeb",4,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2456","Budapest VI ker",129600,103,"4","tégla","gaz",4,"új építésű","1","Budapest",4,0,"Budapest"
"2457","Siófok",119000,110,"4","tégla","gaz",3,"újszerű","1","Somogy",4,0,"Del_Dunantul"
"2458","Budapest XIII ker",78800,90,"4","tégla","kozponti",3,"új építésű","1","Budapest",4,0,"Budapest"
"2459","Budapest II ker",115500,106,"4","tégla","gaz",3,"újszerű","1","Budapest",4,0,"Budapest"
"2460","Budapest XII ker",64500,94,"4","tégla","gaz",3,"felújított","1","Budapest",4,0,"Budapest"
"2461","Budapest XIII ker",71600,106,"4","tégla","kozponti",3,"új építésű","1","Budapest",4,0,"Budapest"
"2462","Budapest XIII ker",66500,86,"4","tégla","kozponti",3,"új építésű","1","Budapest",4,0,"Budapest"
"2463","Budapest VIII ker",70500,73,"4","tégla","gaz",3,"újszerű","1","Budapest",4,0,"Budapest"
"2464","Budapest XI ker",72700,96,"4","tégla","tavfutes",3,"újszerű","1","Budapest",4,0,"Budapest"
"2465","Budapest XI ker",71500,92,"4","tégla","tavfutes",3,"újszerű","1","Budapest",4,0,"Budapest"
"2466","Budapest XIII ker",64187.6,80,"4","tégla","tavfutes",3,"újszerű","1","Budapest",4,0,"Budapest"
"2467","Budapest XIII ker",65272.5,81,"4","tégla","tavfutes",3,"újszerű","1","Budapest",4,0,"Budapest"
"2468","Budapest XIII ker",66006,80,"4","tégla","tavfutes",3,"újszerű","1","Budapest",4,0,"Budapest"
"2469","Budapest VII ker",59899,130,"4","tégla","gaz",3,"közepes állapotú","0","Budapest",4,0,"Budapest"
"2470","Budapest I ker",150000,98,"4","tégla","kozponti",3,"újszerű","1","Budapest",4,0,"Budapest"
"2471","Budapest X ker",62872.7,103,"4","egyéb","egyeb",3,"új építésű","1","Budapest",4,0,"Budapest"
"2472","Budapest XII ker",175500,103,"4","egyéb","egyeb",3,"új építésű","1","Budapest",4,0,"Budapest"
"2473","Budapest II ker",105900,106,"4","tégla","gaz",3,"felújított","1","Budapest",4,0,"Budapest"
"2474","Budapest III ker",65000,83,"4","tégla","tavfutes",3,"jó állapotú","1","Budapest",4,0,"Budapest"
"2475","Szombathely",31990,68,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2476","Szombathely",32800,71,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2477","Szombathely",35400,65,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2478","Szombathely",36500,68,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2479","Szombathely",40200,64,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2480","Szombathely",40200,64,"4","tégla","tavfutes",3,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2481","Budapest II ker",249990,155,"4","tégla","gaz",3,"felújított","1","Budapest",4,0,"Budapest"
"2482","Budapest IX ker",98104.5,105,"4","tégla","gaz",3,"jó állapotú","1","Budapest",4,0,"Budapest"
"2483","Nyíregyháza",32800,80,"4","tégla","gaz",3,"új építésű","1","Szabolcs-Szatmár-Bereg",4,0,"Eszak_Alfold"
"2484","Budapest II ker",223000,155,"4","tégla","gaz",3,"felújított","1","Budapest",4,0,"Budapest"
"2485","Budapest II ker",223000,155,"4","tégla","gaz",3,"felújított","1","Budapest",4,0,"Budapest"
"2486","Budapest XVII ker",59900,85,"4","tégla","gaz",3,"felújított","0","Budapest",4,0,"Budapest"
"2487","Tatabánya",43500,69,"4","tégla","kozponti",3,"újszerű","1","Komárom-Esztergom",4,0,"Kozep_Dunantul"
"2488","Budapest XIII ker",87713.5,116,"4","tégla","gaz",3,"új építésű","1","Budapest",4,0,"Budapest"
"2489","Budapest X ker",62872.7,99,"4","tégla","kozponti",3,"új építésű","1","Budapest",4,0,"Budapest"
"2490","Budapest XIII ker",87713.5,116,"4","tégla","gaz",3,"új építésű","1","Budapest",4,0,"Budapest"
"2491","Sopron",44682,89,"4","tégla","gaz",3,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2492","Sopron",51487,85,"4","tégla","gaz",3,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2493","Kecskemét",41950,93,"4","tégla","kozponti",3,"felújított","0","Bács-Kiskun",4,0,"Del_Alfold"
"2494","Miskolc",54550,130,"4","tégla","egyeb",3,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2495","Miskolc",60000,132,"4","tégla","egyeb",3,"építés alatt","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2496","Miskolc",60000,108,"4","tégla","egyeb",3,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2497","Miskolc",60000,108,"4","tégla","egyeb",3,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2498","Szeged",56998.5,92,"4","tégla","egyeb",3,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2499","Budapest XIII ker",78000,90,"4","tégla","kozponti",2,"új építésű","1","Budapest",4,0,"Budapest"
"2500","Budapest VIII ker",49900,109,"4","tégla","gaz",2,"jó állapotú","1","Budapest",4,0,"Budapest"
"2501","Budapest XIII ker",70700,106,"4","tégla","kozponti",2,"új építésű","1","Budapest",4,0,"Budapest"
"2502","Budapest VIII ker",49900,109,"4","tégla","gaz",2,"jó állapotú","1","Budapest",4,0,"Budapest"
"2503","Budapest XI ker",151347.2,135,"4","tégla","egyeb",2,"új építésű","1","Budapest",4,0,"Budapest"
"2504","Budapest XI ker",70100,95,"4","tégla","tavfutes",2,"újszerű","1","Budapest",4,0,"Budapest"
"2505","Budapest VI ker",89990,124,"4","tégla","gaz",2,"felújítandó","1","Budapest",4,0,"Budapest"
"2506","Budapest VI ker",89990,124,"4","tégla","gaz",2,"felújítandó","1","Budapest",4,0,"Budapest"
"2507","Pécs",37990,95,"4","tégla","gaz",2,"jó állapotú","0","Baranya",4,0,"Del_Dunantul"
"2508","Budapest XI ker",117640,113,"4","tégla","gaz",2,"új építésű","1","Budapest",4,0,"Budapest"
"2509","Budapest XII ker",114900,105,"4","tégla","gaz",2,"felújított","1","Budapest",4,0,"Budapest"
"2510","Budapest XII ker",114900,105,"4","tégla","gaz",2,"felújított","1","Budapest",4,0,"Budapest"
"2511","Budapest II ker",135000,135,"4","tégla","egyeb",2,"újszerű","1","Budapest",4,0,"Budapest"
"2512","Budapest II ker",135000,135,"4","tégla","egyeb",2,"újszerű","1","Budapest",4,0,"Budapest"
"2513","Budapest II ker",249000,110,"4","tégla","kozponti",2,"felújított","1","Budapest",4,0,"Budapest"
"2514","Budapest II ker",249000,110,"4","tégla","kozponti",2,"felújított","1","Budapest",4,0,"Budapest"
"2515","Budapest X ker",62872.7,103,"4","egyéb","egyeb",2,"új építésű","1","Budapest",4,0,"Budapest"
"2516","Budapest XI ker",125888,110,"4","tégla","egyeb",2,"építés alatt","1","Budapest",4,0,"Budapest"
"2517","Budapest XI ker",138900,91,"4","tégla","kozponti",2,"újszerű","1","Budapest",4,0,"Budapest"
"2518","Budapest III ker",78000,100,"4","tégla","gaz",2,"felújított","0","Budapest",4,0,"Budapest"
"2519","Budapest VI ker",149000,152,"4","tégla","gaz",2,"felújított","0","Budapest",4,0,"Budapest"
"2520","Budapest XI ker",129500,108,"4","tégla","egyeb",2,"új építésű","1","Budapest",4,0,"Budapest"
"2521","Budapest XI ker",124056,109,"4","tégla","egyeb",2,"új építésű","0","Budapest",4,0,"Budapest"
"2522","Miskolc",68958.9,127,"4","tégla","egyeb",2,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2523","Miskolc",68926.6,127,"4","tégla","egyeb",2,"új építésű","1","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2524","Budapest VIII ker",73900,92,"4","tégla","gaz",2,"felújított","0","Budapest",4,0,"Budapest"
"2525","Budapest XI ker",124545,104,"4","tégla","egyeb",2,"új építésű","0","Budapest",4,0,"Budapest"
"2526","Budapest XII ker",118000,105,"4","tégla","gaz",2,"felújított","1","Budapest",4,0,"Budapest"
"2527","Szombathely",32990,71,"4","tégla","tavfutes",2,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2528","Budapest II ker",103200,81,"4","tégla","gaz",2,"újszerű","1","Budapest",4,0,"Budapest"
"2529","Budapest VIII ker",99900,111,"4","tégla","gaz",2,"újszerű","0","Budapest",4,0,"Budapest"
"2530","Budapest II ker",110000,92,"4","tégla","egyeb",2,"új építésű","1","Budapest",4,0,"Budapest"
"2531","Budapest VI ker",136600,170,"4","tégla","gaz",2,"felújított","1","Budapest",4,0,"Budapest"
"2532","Szombathely",35400,65,"4","tégla","tavfutes",2,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2533","Budapest VII ker",158000,89,"4","tégla","gaz",2,"újszerű","0","Budapest",4,0,"Budapest"
"2534","Budaörs",92800,116,"4","tégla","gaz",2,"új építésű","0","Pest",4,0,"Pest"
"2535","Budaörs",82800,95,"4","tégla","gaz",2,"új építésű","0","Pest",4,0,"Pest"
"2536","Budaörs",63800,82,"4","tégla","gaz",2,"új építésű","0","Pest",4,0,"Pest"
"2537","Budapest VII ker",103000,122,"4","tégla","villany",2,"felújított","0","Budapest",4,0,"Budapest"
"2538","Budapest VIII ker",49900,109,"4","tégla","gaz",2,"jó állapotú","1","Budapest",4,0,"Budapest"
"2539","Budapest VIII ker",99900,111,"4","tégla","gaz",2,"felújított","0","Budapest",4,0,"Budapest"
"2540","Balatonföldvár",82990,86,"4","tégla","egyeb",2,"új építésű","1","Somogy",4,0,"Del_Dunantul"
"2541","Budapest X ker",57719.2,99,"4","tégla","kozponti",2,"új építésű","1","Budapest",4,0,"Budapest"
"2542","Budapest VI ker",149000,152,"4","tégla","gaz",2,"felújított","0","Budapest",4,0,"Budapest"
"2543","Budapest VIII ker",49900,109,"4","tégla","gaz",2,"jó állapotú","1","Budapest",4,0,"Budapest"
"2544","Sopron",42984,83,"4","tégla","gaz",2,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2545","Pécs",55000,140,"4","tégla","gaz",2,"felújított","0","Baranya",4,0,"Del_Dunantul"
"2546","Szeged",67404.7,89,"4","tégla","egyeb",2,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2547","Budapest VI ker",77000,80,"4","tégla","gaz",1,"újszerű","0","Budapest",4,0,"Budapest"
"2548","Budapest VIII ker",120000,115,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2549","Budapest XIII ker",87500,106,"4","tégla","kozponti",1,"új építésű","1","Budapest",4,0,"Budapest"
"2550","Kiskunmajsa",19900,105,"4","tégla","gaz",1,"jó állapotú","0","Bács-Kiskun",4,0,"Del_Alfold"
"2551","Szombathely",39900,77,"4","tégla","egyeb",1,"új építésű","0","Vas",4,0,"Nyugat_Dunantul"
"2552","Budapest XI ker",109980,93,"4","tégla","kozponti",1,"új építésű","1","Budapest",4,0,"Budapest"
"2553","Budapest V ker",144000,116,"4","tégla","gaz",1,"újszerű","1","Budapest",4,0,"Budapest"
"2554","Budapest XI ker",68600,93,"4","tégla","tavfutes",1,"újszerű","1","Budapest",4,0,"Budapest"
"2555","Budapest XI ker",96987.5,93,"4","tégla","egyeb",1,"építés alatt","1","Budapest",4,0,"Budapest"
"2556","Budapest VI ker",77000,80,"4","tégla","gaz",1,"újszerű","0","Budapest",4,0,"Budapest"
"2557","Budapest XI ker",86000,94,"4","tégla","gaz",1,"új építésű","0","Budapest",4,0,"Budapest"
"2558","Budapest I ker",97000,91,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2559","Budapest VIII ker",68700,135,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2560","Gyömro",41900,77,"4","tégla","gaz",1,"új építésű","0","Pest",4,0,"Pest"
"2561","Szentendre",55400,80,"4","egyéb","egyeb",1,"új építésű","0","Pest",4,0,"Pest"
"2562","Budapest IX ker",74999,101,"4","tégla","gaz",1,"közepes állapotú","0","Budapest",4,0,"Budapest"
"2563","Budapest XI ker",106000,110,"4","tégla","egyeb",1,"építés alatt","1","Budapest",4,0,"Budapest"
"2564","Budapest XI ker",82000,86,"4","tégla","egyeb",1,"építés alatt","1","Budapest",4,0,"Budapest"
"2565","Budapest XI ker",86000,90,"4","tégla","egyeb",1,"építés alatt","1","Budapest",4,0,"Budapest"
"2566","Budapest XIX ker",43900,113,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2567","Érd",45000,71,"4","tégla","egyeb",1,"építés alatt","1","Pest",4,0,"Pest"
"2568","Sopron",54900,124,"4","tégla","gaz",1,"felújított","0","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2569","Budapest X ker",62872.7,103,"4","egyéb","egyeb",1,"új építésű","1","Budapest",4,0,"Budapest"
"2570","Szentendre",57890,84,"4","egyéb","gaz",1,"új építésű","0","Pest",4,0,"Pest"
"2571","Szeged",29500,90,"4","tégla","villany",1,"jó állapotú","0","Csongrád",4,0,"Del_Alfold"
"2572","Dunaharaszti",53000,84,"4","tégla","gaz",1,"új építésű","0","Pest",4,0,"Pest"
"2573","Budapest XIV ker",75000,115,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2574","Pécs",69800,107,"4","tégla","kozponti",1,"építés alatt","0","Baranya",4,0,"Del_Dunantul"
"2575","Budapest XI ker",199000,150,"4","tégla","gaz",1,"felújított","1","Budapest",4,0,"Budapest"
"2576","Budapest XI ker",199000,150,"4","tégla","gaz",1,"felújított","1","Budapest",4,0,"Budapest"
"2577","Budapest XII ker",228000,186,"4","tégla","gaz",1,"felújított","0","Budapest",4,0,"Budapest"
"2578","Budapest XII ker",198000,134,"4","tégla","egyeb",1,"új építésű","1","Budapest",4,0,"Budapest"
"2579","Budapest XI ker",107000,113,"4","tégla","gaz",1,"új építésű","0","Budapest",4,0,"Budapest"
"2580","Budapest XI ker",104000,113,"4","tégla","gaz",1,"új építésű","0","Budapest",4,0,"Budapest"
"2581","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2582","Szombathely",31990,68,"4","tégla","tavfutes",1,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2583","Szombathely",32800,71,"4","tégla","tavfutes",1,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2584","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2585","Budapest II ker",79900,90,"4","tégla","gaz",1,"felújított","0","Budapest",4,0,"Budapest"
"2586","Budapest XI ker",80190,85,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2587","Budapest VII ker",77500,101,"4","tégla","gaz",1,"jó állapotú","1","Budapest",4,0,"Budapest"
"2588","Mende",40999,87,"4","tégla","egyeb",1,"új építésű","0","Pest",4,0,"Pest"
"2589","Szombathely",41400,75,"4","tégla","tavfutes",1,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2590","Szombathely",35400,65,"4","tégla","tavfutes",1,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2591","Szombathely",41400,75,"4","tégla","tavfutes",1,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2592","Budapest II ker",147000,105,"4","tégla","kozponti",1,"újszerű","1","Budapest",4,0,"Budapest"
"2593","Budapest II ker",126990,215,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2594","Budapest XI ker",86000,94,"4","tégla","gaz",1,"új építésű","0","Budapest",4,0,"Budapest"
"2595","Kaposvár",58652.4,105,"4","tégla","gaz",1,"építés alatt","1","Somogy",4,0,"Del_Dunantul"
"2596","Budapest XI ker",109483.5,104,"4","tégla","egyeb",1,"építés alatt","0","Budapest",4,0,"Budapest"
"2597","Nyíregyháza",29000,75,"4","tégla","gaz",1,"új építésű","1","Szabolcs-Szatmár-Bereg",4,0,"Eszak_Alfold"
"2598","Budaörs",86800,96,"4","tégla","gaz",1,"új építésű","0","Pest",4,0,"Pest"
"2599","Budaörs",66800,82,"4","tégla","gaz",1,"új építésű","0","Pest",4,0,"Pest"
"2600","Budapest VII ker",77500,101,"4","tégla","gaz",1,"jó állapotú","1","Budapest",4,0,"Budapest"
"2601","Miskolc",38800,160,"4","tégla","gaz",1,"közepes állapotú","0","Borsod-Abaúj-Zemplén",4,0,"Eszak_Magyarorszag"
"2602","Vác",64900,88,"4","tégla","egyeb",1,"új építésű","0","Pest",4,0,"Pest"
"2603","Dunaharaszti",44500,74,"4","tégla","villany",1,"új építésű","0","Pest",4,0,"Pest"
"2604","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2605","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2606","Budapest II ker",124900,115,"4","tégla","gaz",1,"jó állapotú","1","Budapest",4,0,"Budapest"
"2607","Budapest VII ker",76000,118,"4","tégla","gaz",1,"jó állapotú","0","Budapest",4,0,"Budapest"
"2608","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2609","Budapest III ker",99000,103,"4","tégla","gaz",1,"új építésű","1","Budapest",4,0,"Budapest"
"2610","Budapest X ker",62872.7,99,"4","tégla","kozponti",1,"új építésű","1","Budapest",4,0,"Budapest"
"2611","Budapest VII ker",69900,137,"4","tégla","gaz",1,"jó állapotú","1","Budapest",4,0,"Budapest"
