Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Budapest XI ker;84300;88;2 + 2;tégla;távfűtés;4;újszerű;igen;Budapest;2;2
Budapest XI ker;87000;110;2 + 2;tégla;távfűtés;4;újszerű;igen;Budapest;2;2
Nyíregyháza;18500;69;2 + 2;panel;központi;4;NA;nincs;Szabolcs-Szatmár-Bereg;2;2
Budapest XIII ker;95500;91;2 + 2;tégla;központi;4;újszerű;igen;Budapest;2;2
Szeged;19900;72;2 + 2;panel;távfűtés;4;jó állapotú;nem;Csongrád;2;2
Budapest VIII ker;65900;85;2 + 2;tégla;gáz (cirko);4;NA;nincs;Budapest;2;2
Budapest XIX ker;31900;67;2 + 2;panel;távfűtés;4;NA;nincs;Budapest;2;2
Budapest IV ker;57500;95;2 + 2;tégla;központi;4;NA;NA;Budapest;2;2
Vác;23500;63;2 + 2;panel;központi;4;jó állapotú;igen;Pest;2;2
Budapest XIX ker;43900;82;2 + 2;NA;távfűtés;4;jó állapotú;NA;Budapest;2;2
Nyíregyháza;22500;50;2 + 2;tégla;gáz (cirko);4;NA;nincs;Szabolcs-Szatmár-Bereg;2;2
Budapest VIII ker;55250;75;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest VIII ker;57500;75;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest XIV ker;71750;98;2 + 2;tégla;központi;4;építés alatt;igen;Budapest;2;2
Budapest VIII ker;55250;75;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest XIV ker;71750;98;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest VIII ker;57500;75;2 + 2;tégla;központi;4;építés alatt;igen;Budapest;2;2
Budapest VII ker;62990;69;2 + 2;tégla;gáz (cirko);4;NA;van;Budapest;2;2
Budapest XIII ker;49900;81;2 + 2;panel;távfűtés;4;NA;nincs;Budapest;2;2
Budapest VII ker;70913;81;2 + 2;tégla;egyéb;4;NA;van;Budapest;2;2
Budapest XIII ker;66789.8;84;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest XIII ker;67743;83;2 + 2;tégla;központi;4;új építésű;igen;Budapest;2;2
Budapest VII ker;79900;78;2 + 2;tégla;központi;4;jó állapotú;igen;Budapest;2;2
Budapest X ker;41900;86;2 + 2;panel;központi;4;felújítandó;nem;Budapest;2;2
Budapest XVII ker;29900;73;2 + 2;panel;távfűtés;4;NA;NA;Budapest;2;2
Szombathely;22500;86;2 + 2;NA;távfűtés;4;felújított;nem;Vas;2;2
Sopron;51487;103;2 + 2;tégla;gáz (cirko);3;újszerű;igen;Gyor-Moson-Sopron;2;2
Pápa;18999;67;2 + 2;panel;központi;3;NA;nincs;Veszprém;2;2
Budapest IX ker;54800;95;2 + 2;egyéb;gáz (konvektor);3;felújítandó;nem;Budapest;2;2
Tatabánya;19600;69;2 + 2;NA;központi;3;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;21490;68;2 + 2;panel;távfűtés;3;jó állapotú;nem;Komárom-Esztergom;2;2
Veszprém;29900;70;2 + 2;tégla;gáz (konvektor);3;jó állapotú;nem;Veszprém;2;2
Budapest III ker;49900;66;2 + 2;panel;központi;3;NA;nincs;Budapest;2;2
Siófok;31900;88;2 + 2;panel;gáz (cirko);3;NA;nincs;Somogy;2;2
Budapest XI ker;71900;115;2 + 2;tégla;gáz (cirko);3;jó állapotú;NA;Budapest;2;2
Budapest VIII ker;56750;75;2 + 2;tégla;központi;3;új építésű;igen;Budapest;2;2
Budapest XIV ker;70500;98;2 + 2;tégla;központi;3;építés alatt;igen;Budapest;2;2
Budapest XIV ker;70500;98;2 + 2;tégla;központi;3;új építésű;igen;Budapest;2;2
Budapest VIII ker;56750;75;2 + 2;tégla;központi;3;új építésű;igen;Budapest;2;2
Budapest IX ker;57900;95;2 + 2;tégla;gáz (konvektor);3;felújítandó;NA;Budapest;2;2
Budapest IX ker;54900;95;2 + 2;tégla;gáz (konvektor);3;felújítandó;nem;Budapest;2;2
Budapest IX ker;54900;95;2 + 2;tégla;gáz (konvektor);3;felújítandó;NA;Budapest;2;2
Tatabánya;22900;67;2 + 2;panel;központi;3;jó állapotú;nem;Komárom-Esztergom;2;2
Debrecen;42490;95;2 + 2;tégla;gáz (cirko);3;NA;nincs;Hajdú-Bihar;2;2
Eger;19000;98;2 + 2;tégla;gáz (cirko);3;NA;nincs;Heves;2;2
Budapest XII ker;79450;101;2 + 2;tégla;villany;3;újszerű;igen;Budapest;2;2
Budapest VII ker;73900;92;2 + 2;tégla;gáz (cirko);3;felújított;igen;Budapest;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);3;új építésű;igen;Budapest;2;2
Tatabánya;37769.9;79;2 + 2;NA;központi;3;jó állapotú;NA;Komárom-Esztergom;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);3;új építésű;igen;Budapest;2;2
Miskolc;61000;135;2 + 2;tégla;egyéb;3;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;61000;105;2 + 2;tégla;egyéb;3;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;61000;105;2 + 2;tégla;egyéb;3;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Siófok;77000;73;2 + 2;tégla;központi;3;új építésű;igen;Somogy;2;2
Budapest VI ker;63000;86;2 + 2;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;2;2
Budapest XI ker;81000;88;2 + 2;tégla;távfűtés;2;újszerű;igen;Budapest;2;2
Budapest VI ker;69490;75;2 + 2;tégla;villany;2;felújított;NA;Budapest;2;2
Budapest VI ker;69490;75;2 + 2;tégla;villany;2;felújított;nem;Budapest;2;2
Budapest IV ker;62990;94;2 + 2;tégla;gáz (cirko);2;jó állapotú;NA;Budapest;2;2
Budapest V ker;95000;88;2 + 2;tégla;gáz (cirko);2;jó állapotú;igen;Budapest;2;2
Budapest XIV ker;54900;70;2 + 2;egyéb;gáz;2;NA;igen;Budapest;2;2
Budapest XIV ker;54900;70;2 + 2;tégla;gáz;2;NA;van;Budapest;2;2
Budapest I ker;77000;100;2 + 2;NA;gáz (cirko);2;NA;NA;Budapest;2;2
Budapest VII ker;82900;70;2 + 2;tégla;villany;2;NA;nincs;Budapest;2;2
Budapest I ker;110112.8;102;2 + 2;tégla;központi;2;NA;igen;Budapest;2;2
Budapest VIII ker;48000;91;2 + 2;tégla;gáz (cirko);2;NA;nincs;Budapest;2;2
Budapest I ker;77000;100;2 + 2;tégla;gáz (cirko);2;NA;nincs;Budapest;2;2
Budapest XIV ker;54900;70;2 + 2;tégla;gáz;2;jó állapotú;igen;Budapest;2;2
Budapest XIV ker;54900;70;2 + 2;tégla;gáz;2;jó állapotú;igen;Budapest;2;2
Budapest XIV ker;69500;98;2 + 2;tégla;központi;2;építés alatt;igen;Budapest;2;2
Budapest XIV ker;69500;98;2 + 2;tégla;központi;2;új építésű;igen;Budapest;2;2
Budapest XI ker;99000;81;2 + 2;tégla;gáz (cirko);2;új építésű;nem;Budapest;2;2
Pécs;16500;62;2 + 2;panel;távfűtés;2;NA;nincs;Baranya;2;2
Hajdúszoboszló;24000;52;2 + 2;tégla;gáz (cirko);2;NA;nincs;Hajdú-Bihar;2;2
Békéscsaba;32600;95;2 + 2;tégla;gáz (cirko);2;NA;nincs;Békés;2;2
Budapest XIII ker;65137.5;84;2 + 2;tégla;központi;2;új építésű;igen;Budapest;2;2
Budapest XIII ker;63320.2;86;2 + 2;tégla;központi;2;új építésű;igen;Budapest;2;2
Budapest XI ker;107871;87;2 + 2;tégla;gáz (cirko);2;új építésű;nem;Budapest;2;2
Budapest XIII ker;57900;84;2 + 2;tégla;központi;2;NA;van;Budapest;2;2
Budapest VII ker;122000;91;2 + 2;tégla;gáz (cirko);2;újszerű;nem;Budapest;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);2;új építésű;igen;Budapest;2;2
Hajdúszoboszló;26300;77;2 + 2;egyéb;gáz (konvektor);2;NA;nincs;Hajdú-Bihar;2;2
Tatabánya;35821.9;80;2 + 2;NA;központi;2;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;35972.5;80;2 + 2;NA;központi;2;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;35972.5;80;2 + 2;NA;központi;2;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;31172.5;69;2 + 2;NA;központi;2;jó állapotú;NA;Komárom-Esztergom;2;2
Budapest XI ker;139000;127;2 + 2;tégla;gáz (cirko);2;NA;nincs;Budapest;2;2
Budapest VI ker;63000;86;2 + 2;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);2;új építésű;igen;Budapest;2;2
Miskolc;42250;94;2 + 2;tégla;egyéb;2;építés alatt;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;42250;94;2 + 2;tégla;egyéb;2;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;42250;94;2 + 2;tégla;egyéb;2;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Budapest VI ker;68000;55;2 + 2;tégla;egyéb;1;újszerű;nem;Budapest;2;2
Tatabánya;32361;92;2 + 2;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;29172.5;83;2 + 2;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;2
Budapest VIII ker;33900;80;2 + 2;tégla;gáz;1;NA;nincs;Budapest;2;2
Budapest II ker;75900;86;2 + 2;tégla;gáz (cirko);1;NA;van;Budapest;2;2
Budapest II ker;69900;74;2 + 2;NA;gáz (cirko);1;NA;nem;Budapest;2;2
Budapest II ker;67900;80;2 + 2;tégla;központi;1;felújítandó;nem;Budapest;2;2
Budapest XIV ker;57900;81;2 + 2;tégla;gáz (cirko);1;újszerű;nem;Budapest;2;2
Gyömro;38900;90;2 + 2;tégla;gáz (cirko);1;újszerű;NA;Pest;2;2
Budapest VIII ker;47900;80;2 + 2;tégla;gáz (cirko);1;NA;van;Budapest;2;2
Budapest XII ker;112000;102;2 + 2;tégla;gáz (cirko);1;NA;NA;Budapest;2;2
Gyöngyös;38000;99;2 + 2;tégla;villany;1;NA;nincs;Heves;2;2
Budapest XIII ker;69900;75;2 + 2;tégla;gáz (cirko);1;felújított;igen;Budapest;2;2
Budapest XIII ker;69900;75;2 + 2;tégla;gáz (cirko);1;felújított;igen;Budapest;2;2
Budapest XIV ker;68500;98;2 + 2;tégla;központi;1;építés alatt;igen;Budapest;2;2
Budapest XIV ker;68500;98;2 + 2;tégla;központi;1;új építésű;igen;Budapest;2;2
Budapest XI ker;88068.5;90;2 + 2;tégla;egyéb;1;új építésű;nem;Budapest;2;2
Budapest XI ker;84142.8;87;2 + 2;tégla;egyéb;1;új építésű;nem;Budapest;2;2
Budaörs;120000;185;2 + 2;tégla;egyéb;1;új építésű;igen;Pest;2;2
Budaörs;120000;185;2 + 2;tégla;egyéb;1;új építésű;igen;Pest;2;2
Budapest III ker;57000;71;2 + 2;tégla;gáz (cirko);1;felújított;nem;Budapest;2;2
Budapest III ker;57000;71;2 + 2;tégla;gáz (cirko);1;felújított;NA;Budapest;2;2
Zamárdi;89900;60;2 + 2;tégla;villany;1;új építésű;nem;Somogy;2;2
Zamárdi;89900;60;2 + 2;tégla;villany;1;új építésű;NA;Somogy;2;2
Balatonföldvár;79990;86;2 + 2;tégla;egyéb;1;új építésű;igen;Somogy;2;2
Dunakeszi;48000;82;2 + 2;tégla;gáz (cirko);1;NA;nincs;Pest;2;2
Budapest XVI ker;56200;71;2 + 2;tégla;központi;1;új építésű;igen;Budapest;2;2
Budapest XVI ker;56200;71;2 + 2;tégla;központi;1;építés alatt;igen;Budapest;2;2
Dunakeszi;46800;82;2 + 2;tégla;gáz (cirko);1;NA;nincs;Pest;2;2
Budapest VII ker;85000;84;2 + 2;tégla;gáz (konvektor);1;újszerű;nem;Budapest;2;2
Budapest III ker;139000;91;2 + 2;tégla;egyéb;1;új építésű;igen;Budapest;2;2
Nagykanizsa;21800;103;2 + 2;tégla;gáz (cirko);1;NA;nincs;Zala;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);1;új építésű;igen;Budapest;2;2
Budapest I ker;51900;51;2 + 2;tégla;gáz (cirko);1;felújított;NA;Budapest;2;2
Tatabánya;35972.5;80;2 + 2;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;35972.5;80;2 + 2;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;35821.9;80;2 + 2;NA;központi;1;jó állapotú;NA;Komárom-Esztergom;2;2
Budapest XIII ker;55090;70;2 + 2;tégla;gáz (cirko);1;új építésű;igen;Budapest;2;2
Budapest XIX ker;50500;72;2 + 2;tégla;gáz (cirko);1;építés alatt;nem;Budapest;2;2
Budapest I ker;51900;51;2 + 2;tégla;gáz (cirko);1;felújított;nem;Budapest;2;2
Sopron;48970;97;2 + 2;tégla;központi;1;felújított;nem;Gyor-Moson-Sopron;2;2
Miskolc;42250;87;2 + 2;tégla;egyéb;1;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;42250;87;2 + 2;tégla;egyéb;1;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Budapest XIII ker;88000;96;2 + 2;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;2;2
Budaörs;63500;83;2 + 2;tégla;gáz (cirko);0;új építésű;NA;Pest;2;2
Budapest XIV ker;43900;68;2 + 2;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;2;2
Budapest VIII ker;45900;42;2 + 2;tégla;gáz (konvektor);0;felújított;nem;Budapest;2;2
Budapest XII ker;54900;65;2 + 2;NA;gáz (cirko);0;NA;NA;Budapest;2;2
Vác;55900;96;2 + 2;tégla;egyéb;0;új építésű;nem;Pest;2;2
Vác;55900;97;2 + 2;tégla;egyéb;0;új építésű;nem;Pest;2;2
Budapest VII ker;58000;78;2 + 2;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;2;2
Budapest VII ker;58000;78;2 + 2;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;2;2
Maglód;39900;92;2 + 2;tégla;gáz (cirko);0;jó állapotú;nem;Pest;2;2
Budapest XIV ker;43900;68;2 + 2;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;2;2
Budapest XIV ker;49500;81;2 + 2;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;2;2
Fót;28800;104;2 + 2;tégla;központi;0;újszerű;nem;Pest;2;2
Fót;28800;104;2 + 2;tégla;központi;0;újszerű;NA;Pest;2;2
Dunaharaszti;44990;85;2 + 2;tégla;gáz (cirko);0;új építésű;NA;Pest;2;2
Budaörs;81900;94;2 + 2;tégla;gáz (cirko);0;új építésű;nem;Pest;2;2
Mende;68200;105;2 + 2;tégla;egyéb;0;új építésű;nem;Pest;2;2
Budapest III ker;57000;71;2 + 2;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;2;2
Göd;35900;75;2 + 2;tégla;gáz (cirko);0;jó állapotú;nem;Pest;2;2
Göd;35900;75;2 + 2;tégla;gáz (cirko);0;jó állapotú;NA;Pest;2;2
Budapest XVI ker;86990;80;2 + 2;tégla;egyéb;0;új építésű;nem;Budapest;2;2
Budapest XI ker;131900;91;2 + 2;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;2
Budapest IX ker;58000;89;2 + 2;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;2;2
Dabas;42999.9;74;2 + 2;tégla;egyéb;0;új építésű;nem;Pest;2;2
Budapest XI ker;104140;81;2 + 2;tégla;gáz (cirko);0;új építésű;nem;Budapest;2;2
Bogács;22330;40;2 + 2;tégla;gáz (cirko);0;új építésű;NA;Borsod-Abaúj-Zemplén;2;2
Bogács;22330;40;2 + 2;tégla;gáz (cirko);0;új építésű;nem;Borsod-Abaúj-Zemplén;2;2
Veresegyház;49000;100;2 + 2;tégla;gáz (cirko);0;új építésű;NA;Pest;2;2
Komárom;28900;93;2 + 2;NA;központi;0;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;35972.5;80;2 + 2;NA;központi;0;jó állapotú;NA;Komárom-Esztergom;2;2
Tatabánya;36299.7;81;2 + 2;NA;központi;0;jó állapotú;NA;Komárom-Esztergom;2;2
Budapest II ker;249900;170;2 + 2;tégla;egyéb;0;új építésű;nem;Budapest;2;2
Miskolc;42250;87;2 + 2;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;2
Sopron;43969;74;2 + 2;tégla;gáz (cirko);0;új építésű;igen;Gyor-Moson-Sopron;2;2
Budapest XIII ker;88000;96;2 + 2;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;2;2
Csopak;99000;97;2 + 2;tégla;villany;0;új építésű;nem;Veszprém;2;2
Miskolc;44550;87;2 + 2;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;42250;87;2 + 2;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;50250;87;2 + 2;tégla;egyéb;0;építés alatt;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;42250;94;2 + 2;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Miskolc;50000;87;2 + 2;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;2;2
Veresegyház;49000;100;2 + 2;tégla;gáz (cirko);0;új építésű;nem;Pest;2;2
Budapest III ker;64900;77;2 + 3;tégla;gáz (cirko);NA;jó állapotú;nem;Budapest;2;3
Üllo;49500;87;2 + 3;tégla;villany;NA;NA;nincs;Pest;2;3
Üllo;49500;87;2 + 3;tégla;villany;NA;NA;nincs;Pest;2;3
Budapest VI ker;124600;95;2 + 3;tégla;gáz (cirko);5;jó állapotú;igen;Budapest;2;3
Budapest I ker;120000;130;2 + 3;tégla;gáz (cirko);5;jó állapotú;igen;Budapest;2;3
Debrecen;74900;124;2 + 3;tégla;gáz (cirko);5;NA;van;Hajdú-Bihar;2;3
Budapest VII ker;99000;101;2 + 3;tégla;gáz (cirko);3;újszerű;igen;Budapest;2;3
Nyíregyháza;24990;94;2 + 3;tégla;gáz (cirko);3;NA;nincs;Szabolcs-Szatmár-Bereg;2;3
Budapest XIII ker;85600;92;2 + 3;tégla;központi;2;új építésű;igen;Budapest;2;3
Budapest XIII ker;85600;92;2 + 3;tégla;központi;2;új építésű;igen;Budapest;2;3
Budapest III ker;64900;77;2 + 3;tégla;gáz (cirko);2;jó állapotú;NA;Budapest;2;3
Budapest I ker;160000;121;2 + 3;tégla;gáz (cirko);2;NA;van;Budapest;2;3
Budapest VIII ker;44900;82;2 + 3;tégla;NA;1;NA;van;Budapest;2;3
Dunakeszi;49850;74;2 + 3;tégla;gáz (cirko);1;új építésű;nem;Pest;2;3
Dunakeszi;49850;74;2 + 3;tégla;gáz (cirko);1;új építésű;NA;Pest;2;3
Budapest XXII ker;62900;86;2 + 3;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;3
Gárdony;34900;65;2 + 3;tégla;központi;0;jó állapotú;nem;Fejér;2;3
Budapest XI ker;105000;105;2 + 3;tégla;egyéb;0;építés alatt;nem;Budapest;2;3
Budapest XI ker;134380;124;2 + 3;tégla;gáz (cirko);0;új építésű;igen;Budapest;2;3
Budapest XI ker;135380;124;2 + 3;tégla;gáz (cirko);0;új építésű;nem;Budapest;2;3
Budapest II ker;99000;84;2 + 3;tégla;gáz (cirko);0;újszerű;nem;Budapest;2;3
Debrecen;56000;152;2 + 4;tégla;gáz (cirko);NA;NA;NA;Hajdú-Bihar;2;4
Budapest VIII ker;89000;121;2 + 4;tégla;gáz (cirko);3;újszerű;igen;Budapest;2;4
Balassagyarmat;22900;97;2 + 4;tégla;gáz (cirko);1;újszerű;NA;Nógrád;2;4
Debrecen;60000;113;2 + 4;tégla;távfűtés;0;NA;NA;Hajdú-Bihar;2;4
Budaörs;29000;75;2 + 4;tégla;villany;0;felújítandó;nem;Pest;2;4
Zamárdi;81900;107;2 + 5;tégla;gáz (cirko);1;építés alatt;nem;Somogy;2;5
Zamárdi;81900;107;2 + 5;tégla;gáz (cirko);1;új építésű;NA;Somogy;2;5
Budapest XIII ker;57490;98;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest XIII ker;73900;104;3 + 1;tégla;gáz (cirko);NA;felújított;NA;Budapest;3;1
Budapest XIII ker;64900;83;3 + 1;tégla;NA;NA;NA;NA;Budapest;3;1
Vác;26500;85;3 + 1;panel;központi;NA;jó állapotú;igen;Pest;3;1
Gyor;36990;90;3 + 1;NA;gáz (konvektor);NA;NA;NA;Gyor-Moson-Sopron;3;1
Budapest XIII ker;41900;83;3 + 1;tégla;gáz (konvektor);NA;felújított;NA;Budapest;3;1
Békéscsaba;32600;96;3 + 1;NA;gáz (cirko);NA;NA;NA;Békés;3;1
Budapest XIII ker;49900;80;3 + 1;panel;távfűtés;NA;felújított;NA;Budapest;3;1
Sopron;36300;77;3 + 1;NA;távfűtés;NA;felújított;nem;Gyor-Moson-Sopron;3;1
Budapest VII ker;72000;113;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest XX ker;23900;100;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest XIV ker;69900;103;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Budapest;3;1
Harkány;15000;60;3 + 1;tégla;egyéb;NA;NA;nincs;Baranya;3;1
Budapest X ker;42500;74;3 + 1;egyéb;távfűtés;NA;NA;nincs;Budapest;3;1
Budapest XIII ker;79550;136;3 + 1;tégla;villany;NA;NA;nincs;Budapest;3;1
Miskolc;39000;101;3 + 1;tégla;gáz (cirko);NA;új építésű;nem;Borsod-Abaúj-Zemplén;3;1
Miskolc;39000;101;3 + 1;tégla;gáz (cirko);NA;új építésű;nem;Borsod-Abaúj-Zemplén;3;1
Budapest X ker;42900;86;3 + 1;NA;távfűtés;NA;jó állapotú;NA;Budapest;3;1
Budapest VIII ker;54900;84;3 + 1;tégla;központi;NA;felújítandó;NA;Budapest;3;1
Miskolc;38000;101;3 + 1;tégla;gáz (cirko);NA;új építésű;nem;Borsod-Abaúj-Zemplén;3;1
Miskolc;38500;101;3 + 1;tégla;gáz (cirko);NA;új építésű;nem;Borsod-Abaúj-Zemplén;3;1
Budapest VI ker;66000;103;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Tiszafüred;20500;162;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Jász-Budapestgykun-Szolnok;3;1
Szentendre;55900;77;3 + 1;tégla;NA;NA;NA;NA;Pest;3;1
Budapest VI ker;59900;81;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Szombathely;29517;104;3 + 1;tégla;központi;NA;felújított;nem;Vas;3;1
Dunakeszi;47990;99;3 + 1;tégla;gáz (cirko);NA;felújított;nem;Pest;3;1
Siófok;31500;97;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Somogy;3;1
Tárnok;36900;75;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Pest;3;1
Tárnok;36900;75;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Pest;3;1
Pécs;42000;82;3 + 1;tégla;távfűtés;NA;NA;nincs;Baranya;3;1
Budapest VI ker;85900;138;3 + 1;tégla;gáz;NA;felújítandó;NA;Budapest;3;1
Gyorzámoly;30030;148;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Gyor-Moson-Sopron;3;1
Budapest X ker;41900;96;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest XI ker;79900;100;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest V ker;183750;120;3 + 1;tégla;gáz (cirko);NA;új építésű;igen;Budapest;3;1
Kecskemét;41600;110;3 + 1;tégla;villany;NA;NA;nincs;Bács-Kiskun;3;1
Délegyháza;47000;114;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Pest;3;1
Pápa;31999;149;3 + 1;tégla;gáz;NA;NA;nincs;Veszprém;3;1
Délegyháza;47000;114;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Pest;3;1
Budapest II ker;77900;92;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest III ker;37800;70;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Budapest X ker;53000;121;3 + 1;tégla;gáz;NA;NA;nincs;Budapest;3;1
Budapest XI ker;76900;135;3 + 1;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;3;1
Hévíz;67089;94;3 + 1;tégla;villany;NA;NA;nincs;Zala;3;1
Budapest VIII ker;55800;103;3 + 1;tégla;gáz (cirko);NA;felújított;NA;Budapest;3;1
Budapest I ker;125000;99;3 + 1;tégla;gáz (cirko);NA;NA;van;Budapest;3;1
Balatonlelle;32000;93;3 + 1;tégla;villany;NA;NA;nincs;Somogy;3;1
Budapest II ker;126000;212;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Budapest;3;1
Budapest XI ker;65900;79;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Budapest;3;1
Veszprém;25900;85;3 + 1;panel;gáz (cirko);NA;NA;nincs;Veszprém;3;1
Békéscsaba;17500;75;3 + 1;tégla;gáz (konvektor);NA;NA;nincs;Békés;3;1
Pécs;40000;67;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Baranya;3;1
Székesfehérvár;60000;122;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Fejér;3;1
Sárvár;29900;126;3 + 1;tégla;gáz (cirko);NA;NA;nincs;Vas;3;1
Gyor;30500;77;3 + 1;panel;központi;NA;NA;nincs;Gyor-Moson-Sopron;3;1
Szekszárd;56745;114;3 + 1;vegyes;központi;NA;NA;nincs;TolBudapest;3;1
Makó;17000;86;3 + 1;tégla;egyéb;NA;NA;nincs;Csongrád;3;1
Biatorbágy;45500;106;3 + 1;tégla;NA;NA;NA;nincs;Pest;3;1
Dunaharaszti;45000;86;3 + 1;tégla;gáz (cirko);NA;újszerű;nem;Pest;3;1
Budapest III ker;75000;96;3 + 1;tégla;gáz (cirko);NA;új építésű;nem;Budapest;3;1
Budapest XI ker;119400;106;3 + 1;tégla;távfűtés;8;újszerű;igen;Budapest;3;1
Budapest XIII ker;137000;141;3 + 1;tégla;központi;8;újszerű;igen;Budapest;3;1
Budapest XI ker;131300;126;3 + 1;tégla;távfűtés;7;újszerű;igen;Budapest;3;1
Budapest XV ker;31500;78;3 + 1;panel;központi;7;közepes állapotú;igen;Budapest;3;1
Budapest XI ker;119400;112;3 + 1;tégla;távfűtés;6;újszerű;igen;Budapest;3;1
Budapest XI ker;92400;111;3 + 1;tégla;távfűtés;6;újszerű;igen;Budapest;3;1
Budapest XIII ker;85900;87;3 + 1;tégla;központi;5;új építésű;igen;Budapest;3;1
Budapest XIII ker;88400;87;3 + 1;tégla;központi;5;új építésű;igen;Budapest;3;1
Budapest VIII ker;89900;89;3 + 1;tégla;gáz (cirko);5;újszerű;igen;Budapest;3;1
Budapest XI ker;91200;112;3 + 1;tégla;távfűtés;5;újszerű;igen;Budapest;3;1
Budapest XV ker;33200;78;3 + 1;panel;távfűtés;5;felújítandó;igen;Budapest;3;1
