Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Budapest VII ker;26900;43;1;tégla;villany;1;NA;nincs;Budapest;1;0
Budapest XIII ker;33500;39;1;tégla;központi;1;felújítandó;igen;Budapest;1;0
Budapest XIII ker;36500;52;1;tégla;gáz (cirko);1;NA;nincs;Budapest;1;0
Vác;28900;38;1;tégla;gáz (cirko);1;jó állapotú;NA;Pest;1;0
Mosonmagyaróvár;18900;36;1;tégla;NA;1;felújítandó;NA;Gyor-Moson-Sopron;1;0
Budapest VII ker;29000;40;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;34900;47;1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;1;0
Salgótarján;5700;36;1;tégla;gáz (konvektor);1;NA;nincs;Nógrád;1;0
Budapest XI ker;39990;34;1;tégla;központi;1;új építésű;igen;Budapest;1;0
Pápa;10680;32;1;tégla;gáz (konvektor);1;NA;nincs;Veszprém;1;0
Vác;23900;43;1;tégla;gáz;1;felújított;NA;Pest;1;0
Budapest V ker;115000;90;1;tégla;NA;1;felújítandó;igen;Budapest;1;0
Budapest XII ker;27200;32;1;tégla;egyéb;1;jó állapotú;igen;Budapest;1;0
Budapest VIII ker;17900;31;1;tégla;egyéb;1;jó állapotú;NA;Budapest;1;0
Vác;21900;42;1;panel;központi;1;jó állapotú;igen;Pest;1;0
Budapest XIII ker;36000;43;1;tégla;gáz (cirko);1;újszerű;igen;Budapest;1;0
Budapest X ker;21000;29;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;26900;30;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest XIV ker;27500;43;1;tégla;gáz (konvektor);1;jó állapotú;NA;Budapest;1;0
Budapest V ker;50000;44;1;tégla;egyéb;1;NA;van;Budapest;1;0
Budapest VIII ker;23990;29;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;37500;60;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest IX ker;31900;29;1;tégla;központi;1;NA;van;Budapest;1;0
Budapest VII ker;33000;39;1;tégla;gáz (konvektor);1;jó állapotú;igen;Budapest;1;0
Budapest VIII ker;31900;34;1;tégla;központi;1;újszerű;igen;Budapest;1;0
Budapest XIV ker;26000;34;1;tégla;központi;1;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;22900;27;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Székesfehérvár;11900;28;1;tégla;gáz (cirko);1;közepes állapotú;nem;Fejér;1;0
Budapest XIV ker;23900;38;1;tégla;villany;1;jó állapotú;igen;Budapest;1;0
Budapest III ker;29900;37;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest XIII ker;35000;43;1;tégla;gáz (cirko);1;NA;van;Budapest;1;0
Budapest I ker;31900;36;1;tégla;távfűtés;1;NA;van;Budapest;1;0
Fót;24900;40;1;tégla;központi;1;jó állapotú;nem;Pest;1;0
Sopron;22900;29;1;tégla;gáz (cirko);1;felújított;nem;Gyor-Moson-Sopron;1;0
Budapest VII ker;26000;23;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;32000;44;1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest;1;0
Budapest XIX ker;18900;31;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Kecskemét;16900;34;1;panel;távfűtés;1;jó állapotú;nem;Bács-Kiskun;1;0
Budapest XXI ker;8900;25;1;tégla;központi;1;NA;van;Budapest;1;0
Budapest VIII ker;17900;26;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VIII ker;17950;23;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest IX ker;29900;37;1;tégla;gáz (konvektor);1;felújított;nem;Budapest;1;0
Budapest XVI ker;33990;36;1;tégla;központi;1;újszerű;nem;Budapest;1;0
Budapest VI ker;21800;22;1;tégla;gáz (konvektor);1;felújított;nem;Budapest;1;0
Budapest VI ker;21800;22;1;tégla;gáz (konvektor);1;felújított;NA;Budapest;1;0
Budapest VII ker;42000;35;1;tégla;villany;1;NA;van;Budapest;1;0
Budapest VIII ker;19200;23;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;24900;31;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest VII ker;39900;34;1;tégla;villany;1;NA;van;Budapest;1;0
Budapest XIV ker;23500;32;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Harkány;6500;35;1;tégla;villany;1;NA;nincs;Baranya;1;0
Keszthely;16400;41;1;tégla;gáz (konvektor);1;NA;nincs;Zala;1;0
Budapest I ker;25900;20;1;tégla;villany;1;felújított;igen;Budapest;1;0
Budapest XIII ker;22500;32;1;tégla;gáz (konvektor);1;felújítandó;NA;Budapest;1;0
Budapest I ker;25900;20;1;tégla;villany;1;felújított;igen;Budapest;1;0
Budapest XIII ker;22500;32;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Budapest VII ker;43900;50;1;tégla;villany;1;felújított;nem;Budapest;1;0
Zamárdi;13700;23;1;tégla;egyéb;1;közepes állapotú;nem;Somogy;1;0
Zamárdi;13700;23;1;tégla;egyéb;1;közepes állapotú;NA;Somogy;1;0
Budapest XIV ker;25900;38;1;tégla;gáz (konvektor);1;jó állapotú;NA;Budapest;1;0
Budapest XIV ker;25900;38;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Várpalota;12500;34;1;tégla;távfűtés;1;NA;nincs;Veszprém;1;0
Budapest VII ker;34900;58;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Budapest XVIII ker;23900;33;1;tégla;gáz (cirko);1;újszerű;NA;Budapest;1;0
Kecskemét;21500;31;1;tégla;gáz (konvektor);1;NA;nincs;Bács-Kiskun;1;0
Budapest VII ker;34500;44;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest II ker;38300;36;1;NA;gáz (cirko);1;NA;NA;Budapest;1;0
Budapest VIII ker;16990;24;1;tégla;villany;1;közepes állapotú;NA;Budapest;1;0
Budapest VIII ker;16990;24;1;tégla;villany;1;közepes állapotú;nem;Budapest;1;0
Debrecen;17000;30;1;panel;távfűtés;1;NA;van;Hajdú-Bihar;1;0
Budapest VII ker;33000;39;1;tégla;gáz (konvektor);1;jó állapotú;igen;Budapest;1;0
Kazincbarcika;4300;21;1;tégla;távfűtés;1;közepes állapotú;nem;Borsod-Abaúj-Zemplén;1;0
Budapest VII ker;29900;35;1;tégla;gáz (cirko);1;jó állapotú;igen;Budapest;1;0
Budapest V ker;45000;20;1;tégla;központi;1;NA;van;Budapest;1;0
Budapest V ker;45000;39;1;NA;gáz (cirko);1;NA;NA;Budapest;1;0
Budapest VI ker;46000;51;1;tégla;gáz (cirko);1;NA;van;Budapest;1;0
Budapest VII ker;28500;33;1;tégla;villany;1;NA;nincs;Budapest;1;0
Budapest VI ker;46000;54;1;tégla;gáz (cirko);1;felújított;igen;Budapest;1;0
Budapest VIII ker;21900;32;1;tégla;villany;1;NA;nincs;Budapest;1;0
Budapest VII ker;29000;37;1;tégla;gáz (konvektor);1;NA;NA;Budapest;1;0
Budapest VI ker;46000;54;1;tégla;gáz (cirko);1;felújított;igen;Budapest;1;0
Budapest XIV ker;25500;49;1;tégla;gáz;1;közepes állapotú;NA;Budapest;1;0
Budapest VII ker;17900;24;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Budapest V ker;45000;39;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;33990;37;1;tégla;gáz (cirko);1;NA;nincs;Budapest;1;0
Budapest XIII ker;34000;40;1;tégla;távfűtés;1;NA;van;Budapest;1;0
Budapest XIII ker;32900;40;1;tégla;távfűtés;1;közepes állapotú;igen;Budapest;1;0
Budapest XIII ker;21500;26;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Budapest XIII ker;21500;26;1;tégla;gáz (konvektor);1;felújítandó;NA;Budapest;1;0
Budapest XIII ker;32900;40;1;tégla;távfűtés;1;közepes állapotú;igen;Budapest;1;0
Budapest IX ker;28900;30;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VIII ker;39900;51;1;tégla;NA;1;NA;nincs;Budapest;1;0
Budapest XIII ker;37900;39;1;tégla;távfűtés;1;NA;van;Budapest;1;0
Budapest VIII ker;34900;43;1;tégla;központi;1;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;28000;37;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest VII ker;32000;44;1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest;1;0
Budapest XIV ker;27500;43;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;27500;30;1;tégla;egyéb;1;újszerű;nem;Budapest;1;0
Budapest VIII ker;27900;32;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest XIV ker;23900;38;1;tégla;villany;1;jó állapotú;igen;Budapest;1;0
Budapest XIII ker;33500;39;1;tégla;központi;1;felújítandó;igen;Budapest;1;0
Budapest II ker;32900;35;1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;1;0
Hajdúszoboszló;26900;50;1;NA;gáz (cirko);1;NA;NA;Hajdú-Bihar;1;0
Budapest IV ker;26900;39;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;53000;61;1;tégla;gáz;1;NA;van;Budapest;1;0
Budapest XI ker;33900;42;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest VII ker;29000;40;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;21900;18;1;tégla;villany;1;újszerű;igen;Budapest;1;0
Budapest XVIII ker;27900;33;1;tégla;gáz (cirko);1;NA;van;Budapest;1;0
Budapest XIV ker;31400;42;1;tégla;gáz (cirko);1;újszerű;igen;Budapest;1;0
Budapest IX ker;34900;54;1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest;1;0
Budapest VI ker;42000;43;1;tégla;villany;1;jó állapotú;NA;Budapest;1;0
Budapest VI ker;42000;43;1;tégla;villany;1;jó állapotú;nem;Budapest;1;0
Budapest XVIII ker;22100;36;1;egyéb;központi;1;NA;nincs;Budapest;1;0
Budapest XII ker;477100;367;1;egyéb;gáz (cirko);1;újszerű;igen;Budapest;1;0
Budapest XXI ker;31500;53;1;egyéb;gáz (cirko);1;NA;nincs;Budapest;1;0
Budapest XVIII ker;34430;43;1;tégla;gáz (cirko);1;új építésű;nem;Budapest;1;0
Budapest XVIII ker;35880;40;1;tégla;gáz (cirko);1;új építésű;nem;Budapest;1;0
Budapest VII ker;26900;28;1;tégla;gáz (konvektor);1;jó állapotú;NA;Budapest;1;0
Budapest VII ker;26900;28;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest IX ker;29900;30;1;tégla;egyéb;1;új építésű;igen;Budapest;1;0
Budapest II ker;38300;36;1;tégla;gáz (cirko);1;NA;van;Budapest;1;0
Budapest VII ker;29000;40;1;tégla;gáz (konvektor);1;felújítandó;nem;Budapest;1;0
Budapest VII ker;29000;40;1;tégla;gáz (konvektor);1;felújítandó;NA;Budapest;1;0
Budapest IX ker;28900;30;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest VI ker;33590;34;1;tégla;gáz (konvektor);1;felújított;igen;Budapest;1;0
Miskolc;12607.5;34;1;tégla;központi;1;új építésű;igen;Borsod-Abaúj-Zemplén;1;0
Budapest XIV ker;31400;42;1;tégla;gáz (cirko);1;újszerű;igen;Budapest;1;0
Szolnok;19000;40;1;tégla;gáz (konvektor);1;felújított;NA;Jász-Budapestgykun-Szolnok;1;0
Budapest IX ker;31500;33;1;tégla;villany;1;NA;nincs;Budapest;1;0
Budapest VII ker;22500;33;1;tégla;központi;1;NA;van;Budapest;1;0
Budapest XXI ker;23800;35;1;tégla;gáz (cirko);1;NA;nincs;Budapest;1;0
Szolnok;19000;40;1;tégla;gáz (konvektor);1;felújított;NA;Jász-Budapestgykun-Szolnok;1;0
Szolnok;19000;40;1;tégla;gáz (konvektor);1;felújított;nem;Jász-Budapestgykun-Szolnok;1;0
Budapest IV ker;18270;23;1;tégla;villany;1;újszerű;NA;Budapest;1;0
Budapest IV ker;18270;23;1;tégla;villany;1;újszerű;nem;Budapest;1;0
Budapest VII ker;9000;10;1;tégla;központi;1;NA;van;Budapest;1;0
Komárom;12990;42;1;NA;egyéb;1;jó állapotú;NA;Komárom-Esztergom;1;0
Budapest XIV ker;25200;29;1;tégla;villany;1;új építésű;nem;Budapest;1;0
Budapest XIV ker;33000;41;1;tégla;villany;1;felújított;nem;Budapest;1;0
Budapest XIV ker;26200;30;1;tégla;villany;1;új építésű;nem;Budapest;1;0
Budapest XIV ker;26200;30;1;tégla;villany;1;új építésű;NA;Budapest;1;0
Budapest XIV ker;19500;23;1;tégla;villany;1;új építésű;nem;Budapest;1;0
Budapest XIV ker;19500;23;1;tégla;villany;1;új építésű;NA;Budapest;1;0
Budapest XIV ker;19500;23;1;tégla;villany;1;új építésű;nem;Budapest;1;0
Budapest XIV ker;20500;24;1;tégla;egyéb;1;új építésű;nem;Budapest;1;0
Budapest XIV ker;19500;23;1;tégla;villany;1;új építésű;NA;Budapest;1;0
Budapest VII ker;51900;61;1;tégla;gáz;1;jó állapotú;igen;Budapest;1;0
Budapest VII ker;51900;61;1;tégla;gáz;1;jó állapotú;igen;Budapest;1;0
Budapest XIV ker;20500;24;1;tégla;egyéb;1;új építésű;NA;Budapest;1;0
Budapest XIV ker;23100;32;1;tégla;villany;1;felújított;nem;Budapest;1;0
Budapest XIV ker;23100;32;1;tégla;villany;1;felújított;NA;Budapest;1;0
Budapest XIV ker;25200;29;1;tégla;villany;1;új építésű;NA;Budapest;1;0
Budapest XIV ker;33000;41;1;tégla;villany;1;felújított;NA;Budapest;1;0
Tatabánya;17500;37;1;NA;egyéb;1;jó állapotú;NA;Komárom-Esztergom;1;0
Budapest VI ker;26700;27;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;29000;39;1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;34900;43;1;tégla;központi;1;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;24900;32;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VIII ker;23500;24;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;26500;42;1;tégla;gáz;1;felújított;igen;Budapest;1;0
Budapest XIV ker;29900;43;1;tégla;gáz;1;felújított;NA;Budapest;1;0
Budapest IX ker;28900;30;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest X ker;20500;38;1;NA;távfűtés;1;közepes állapotú;igen;Budapest;1;0
Budapest X ker;20500;38;1;egyéb;távfűtés;1;közepes állapotú;igen;Budapest;1;0
Kecskemét;18300;36;1;tégla;központi;1;újszerű;igen;Bács-Kiskun;1;0
Budapest VIII ker;22300;42;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest XIV ker;27690;40;1;tégla;villany;1;újszerű;nem;Budapest;1;0
Miskolc;13900;42;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Borsod-Abaúj-Zemplén;1;0
Budapest VI ker;48900;37;1;tégla;gáz;1;újszerű;nem;Budapest;1;0
Budapest IX ker;27000;30;1;tégla;gáz;1;felújított;NA;Budapest;1;0
Budapest XIII ker;25500;19;1;tégla;villany;1;NA;van;Budapest;1;0
Budapest I ker;47390;53;1;tégla;gáz;1;felújított;igen;Budapest;1;0
Budapest XIII ker;28900;35;1;tégla;központi;1;újszerű;nem;Budapest;1;0
Budapest VI ker;36000;46;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VIII ker;34000;34;1;tégla;központi;1;újszerű;igen;Budapest;1;0
Budapest VIII ker;34000;34;1;tégla;központi;1;újszerű;igen;Budapest;1;0
Hajdúszoboszló;25000;53;1;tégla;egyéb;1;NA;NA;Hajdú-Bihar;1;0
Egerszalók;22900;38;1;tégla;villany;1;NA;van;Heves;1;0
Budapest XIV ker;24680;28;1;tégla;gáz (konvektor);1;NA;nincs;Budapest;1;0
Budapest VII ker;32000;44;1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest;1;0
Budapest XIV ker;27900;40;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;27900;40;1;tégla;gáz (konvektor);1;közepes állapotú;NA;Budapest;1;0
Budapest VIII ker;23990;29;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;19000;24;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest VII ker;27900;27;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;27690;40;1;tégla;villany;1;újszerű;nem;Budapest;1;0
Budapest IV ker;18900;31;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest IV ker;18900;31;1;tégla;gáz (konvektor);1;közepes állapotú;NA;Budapest;1;0
Balatonföldvár;13780;17;1;tégla;egyéb;1;újszerű;igen;Somogy;1;0
Budapest XIV ker;25900;29;1;tégla;gáz (konvektor);1;közepes állapotú;NA;Budapest;1;0
Budapest XIV ker;21900;40;1;tégla;gáz (konvektor);1;közepes állapotú;NA;Budapest;1;0
Budapest V ker;23990;26;1;tégla;gáz (cirko);1;jó állapotú;NA;Budapest;1;0
Budapest VII ker;35000;58;1;tégla;NA;1;NA;nincs;Budapest;1;0
Budapest XIII ker;26000;30;1;tégla;gáz (konvektor);1;felújított;NA;Budapest;1;0
Budapest VII ker;41500;46;1;tégla;gáz (cirko);1;felújított;NA;Budapest;1;0
Szombathely;14454;32;1;tégla;központi;1;új építésű;igen;Vas;1;0
Budapest VIII ker;29300;50;1;tégla;gáz (konvektor);1;újszerű;nem;Budapest;1;0
Budapest XIII ker;30500;35;1;tégla;központi;1;új építésű;igen;Budapest;1;0
Kazincbarcika;4500;21;1;tégla;távfűtés;1;NA;nincs;Borsod-Abaúj-Zemplén;1;0
Hévíz;13900;42;1;tégla;villany;1;NA;nincs;Zala;1;0
Budapest XIV ker;21900;40;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;41500;46;1;tégla;gáz (cirko);1;felújított;nem;Budapest;1;0
Budapest VI ker;72700;55;1;tégla;gáz (cirko);1;NA;nincs;Budapest;1;0
Budapest XIII ker;26000;30;1;tégla;gáz (konvektor);1;felújított;nem;Budapest;1;0
Budapest VIII ker;19500;25;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;29900;34;1;tégla;gáz (konvektor);1;jó állapotú;igen;Budapest;1;0
Budapest VII ker;28900;34;1;tégla;gáz (konvektor);1;NA;van;Budapest;1;0
Balatonlelle;23900;32;1;tégla;gáz (cirko);1;új építésű;nem;Somogy;1;0
Budapest XIII ker;37500;60;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;37500;40;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest X ker;23900;36;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;21900;25;1;tégla;villany;0;újszerű;igen;Budapest;1;0
Budapest VIII ker;28800;24;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest XX ker;14900;31;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;25500;24;1;tégla;gáz (konvektor);0;újszerű;nem;Budapest;1;0
Budapest XIV ker;22900;34;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest VII ker;21700;24;1;tégla;gáz (konvektor);0;felújított;NA;Budapest;1;0
Budapest XIV ker;24300;28;1;tégla;gáz (cirko);0;felújított;NA;Budapest;1;0
Budapest VII ker;21700;24;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest XIV ker;24300;28;1;tégla;gáz (cirko);0;felújított;nem;Budapest;1;0
Sopron;13500;21;1;tégla;villany;0;felújított;NA;Gyor-Moson-Sopron;1;0
Budapest XIV ker;28900;36;1;tégla;egyéb;0;újszerű;nem;Budapest;1;0
Budapest VIII ker;25500;25;1;tégla;gáz (cirko);0;újszerű;nem;Budapest;1;0
Budapest XX ker;11000;28;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;24900;32;1;tégla;gáz (cirko);0;jó állapotú;nincs;Budapest;1;0
Budapest III ker;19900;23;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;29900;35;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;31500;40;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;30500;45;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;17900;28;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;22500;25;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;21700;36;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;23500;32;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest X ker;24500;27;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;25200;38;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest III ker;27900;57;1;panel;központi;0;jó állapotú;igen;Budapest;1;0
Budapest IV ker;18500;27;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;21800;21;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest III ker;23800;27;1;tégla;gáz;0;jó állapotú;NA;Budapest;1;0
Budapest VII ker;34300;37;1;tégla;gáz;0;felújított;NA;Budapest;1;0
Budapest XVI ker;24990;38;1;tégla;gáz (cirko);0;felújított;nem;Budapest;1;0
Budapest XVI ker;24990;38;1;tégla;gáz (cirko);0;felújított;NA;Budapest;1;0
Budapest VIII ker;24990;27;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VII ker;28800;29;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;21700;36;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest II ker;33800;51;1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;1;0
Kaposvár;12600;35;1;tégla;gáz;0;jó állapotú;NA;Somogy;1;0
Budapest VI ker;24000;30;1;tégla;gáz (konvektor);0;felújítandó;NA;Budapest;1;0
Budapest VII ker;23900;25;1;tégla;villany;0;felújított;NA;Budapest;1;0
Budapest VI ker;24000;30;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Budapest VII ker;23900;25;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest XI ker;31900;40;1;tégla;gáz;0;jó állapotú;nincs;Budapest;1;0
Budapest XVI ker;28490;45;1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;1;0
Budapest II ker;26900;18;1;tégla;egyéb;0;újszerű;NA;Budapest;1;0
Budapest VI ker;21800;21;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XX ker;14990;29;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest IX ker;23900;27;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest XV ker;18000;31;1;tégla;gáz (konvektor);0;közepes állapotú;NA;Budapest;1;0
Budapest XV ker;18000;31;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest III ker;26900;30;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest III ker;29700;37;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest XVI ker;29990;45;1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;27900;33;1;NA;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest VI ker;24000;33;1;NA;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest XIII ker;37990;31;1;tégla;központi;0;újszerű;igen;Budapest;1;0
Budapest XIV ker;29983.2;31;1;tégla;villany;0;új építésű;nem;Budapest;1;0
Budapest VIII ker;18000;24;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;15950;24;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;16900;30;1;tégla;gáz;0;közepes állapotú;NA;Budapest;1;0
Budapest XVI ker;19900;24;1;tégla;gáz;0;jó állapotú;NA;Budapest;1;0
Budapest V ker;34000;34;1;tégla;egyéb;0;jó állapotú;igen;Budapest;1;0
Budapest XIII ker;23500;32;1;tégla;gáz;0;felújított;igen;Budapest;1;0
Budapest XIV ker;20900;29;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;20900;29;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest IV ker;54990;82;1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;1;0
Budapest IV ker;54990;82;1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;1;0
Budapest XVII ker;14990;27;1;tégla;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest II ker;31500;23;1;tégla;villany;0;NA;NA;Budapest;1;0
Budapest XI ker;25990;41;1;tégla;NA;0;jó állapotú;NA;Budapest;1;0
Budapest XX ker;14900;31;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest XXIII ker;19000;42;1;tégla;villany;0;felújított;NA;Budapest;1;0
Budapest XXIII ker;19000;42;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest XI ker;35500;46;1;tégla;villany;0;felújított;NA;Budapest;1;0
Budapest XI ker;35500;46;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest VI ker;25500;33;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;21900;27;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;21800;29;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;21900;31;1;tégla;gáz (cirko);0;újszerű;nem;Budapest;1;0
Budapest VII ker;32500;33;1;tégla;villany;0;felújított;igen;Budapest;1;0
Budapest VII ker;38500;41;1;tégla;villany;0;felújított;igen;Budapest;1;0
Budapest VII ker;32500;33;1;tégla;villany;0;felújított;igen;Budapest;1;0
Szolnok;8800;22;1;panel;távfűtés;0;felújított;igen;Jász-Budapestgykun-Szolnok;1;0
Budapest VII ker;38500;41;1;tégla;villany;0;felújított;igen;Budapest;1;0
Budapest IX ker;19900;26;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Kaposvár;18990;51;1;tégla;gáz (cirko);0;felújított;nem;Somogy;1;0
Budapest XV ker;11300;28;1;tégla;villany;0;jó állapotú;nem;Budapest;1;0
Szolnok;8800;22;1;panel;távfűtés;0;felújított;igen;Jász-Budapestgykun-Szolnok;1;0
Szolnok;8800;22;1;panel;távfűtés;0;felújított;igen;Jász-Budapestgykun-Szolnok;1;0
